 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18,snm_19,snm_20
URS0000D65DF1_12908/1-80_subopt20,   6.18272, -0.462091,  -2.11434,  0.164735, 0.0649956,  0.340019,  0.433383,  -1.59216, 0.0215659,  0.723489,  0.348492, -0.330124, -0.646659,  0.582395, -0.236482,-0.0800979, -0.978587,  0.512105, -0.340898, -0.441135
URS0000D65DF1_12908/1-80_subopt21,   6.42951,  -1.21675,   -1.2322,  0.263936, -0.126218,  0.074602,   0.70343, -0.658418,  0.553791,  0.493005,  0.825174, -0.431368, -0.851922,  0.675666, -0.850015, -0.052191,  -1.56174,  0.425024,-0.0916295, -0.484407
URS0000D65DF1_12908/1-80_subopt22,   6.10647, -0.915442,  0.266592, -0.407983,  -1.52102,   0.25898,-0.0192619,  0.134588, -0.390362,  0.619479, -0.231544, -0.246405,   0.16548,  0.673098,  -1.26818, -0.551654,  -1.25179,    0.2535, -0.236188,  0.112601
URS0000D65DF1_12908/1-80_subopt23,  6.16118,-0.419426, -1.93422, 0.147503,0.0503738, 0.292333, 0.437059, -1.57833,0.0810665, 0.564595, 0.505545,-0.179992,-0.692216, 0.510805,-0.329486,-0.150722, -1.16627, 0.732116,-0.399108,-0.333045
URS0000D65DF1_12908/1-80_subopt24,  4.78422,  1.05953,0.0615656,-0.871816, -2.23906, 0.952152,-0.284903,-0.818219,-0.338751, 0.545013,-0.225409,  0.43046, 0.136245, 0.362655,-0.347648,-0.852261, 0.154472,-0.318761,-0.979503, 0.350346
URS0000D6C5B0_12908/1-80_subopt0,   6.86639,  -1.00875,  -3.66625,   1.26682,  0.918601,  0.795331,   -1.3925,   0.39379,  0.793274,-0.0934573,  0.807489,  0.487279,  0.752176,  0.317742,  0.248503, 0.0719788, -0.908021,  0.131776,   -0.1568,-0.0365526
URS0000D6C5B0_12908/1-80_subopt1,  6.91808,-0.929499, -3.57135,  1.27699, 0.695974,  1.06066,-0.707434, 0.482286, 0.246354,-0.553295, 0.329625,  1.32906, 0.974201,  1.03623, 0.034291, 0.273612,-0.428315,0.0150683,  0.18283, 0.191846
URS0000D6C5B0_12908/1-80_subopt2,  6.85361,-0.817601,  -3.3029,  1.14298, 0.664532, 0.898663,-0.464608, 0.420059, 0.224232,-0.606491, 0.328981,  1.22691, 0.980357,  1.02938,-0.368272, 0.212769,-0.479121, 0.114569, 0.126708, 0.201858
URS0000D6C5B0_12908/1-80_subopt3,   6.21285, -0.574515,  -2.44208, -0.518616, 0.0402007, -0.231357,  0.746874,  -1.42594, -0.189399,0.00901252,  0.690771,  0.288282, 0.0380309,  0.669529, -0.439005,-0.0149631,  0.159952, 0.0767691,  0.544855, -0.159273
URS0000D6C5B0_12908/1-80_subopt4,    6.10841,  -0.259185,   -2.43131,-0.00384004,  -0.136438,   0.406045,    1.53352,   -1.15924,  -0.382287,   -0.25297,  -0.438316,   0.482251,   0.241822,   0.627486,   -0.84872,   0.257681,  -0.292004, -0.0758029,   0.268055, -0.0606467
URS0000D6C5B0_12908/1-80_subopt5,   5.33077,  0.173826,  -2.39397,-0.0824953, -0.356015,   0.58336,  0.362885,  -1.72872, -0.123919,  -0.16663, -0.082431, 0.0929959, -0.419471, 0.0328537, -0.509375,  0.407688,   0.16774, -0.818292,  -0.39638,-0.0520846
URS0000D6C5B0_12908/1-80_subopt6,    6.15116,  -0.483518,   -2.65421,   0.165201,   0.109111,  0.0218593,    0.57696,   -1.53804,   0.179511,   0.258345,   0.446498,  -0.543073, -0.0749413,  -0.180846,  -0.528432, -0.0283804,  -0.773866,-0.00598188, -0.0429369,   -0.25614
URS0000D6C5B0_12908/1-80_subopt7,   6.15025, -0.378934,  -2.55171,  0.143381, -0.144452,  0.406826,   1.41871,  -1.44768, -0.445351, -0.273908,-0.0739428,  0.416601, 0.0830777,  0.479457, -0.700273,  0.174835, -0.251079, -0.159953,   0.28301,-0.0570802
URS0000D6C5B0_12908/1-80_subopt8,    5.46685,   0.707108,  -0.926408,   -1.56116,  -0.461065,  -0.353472,    2.09323,   0.484587,   0.710202,  0.0089937,   0.617178,    1.02325,   0.561642,    0.21835,   -0.38115,   -1.03886,  0.0720529,  0.0643382,   0.349648,-0.00608426
URS0000D6C5B0_12908/1-80_subopt9,    5.6735, -0.677661,  0.176701,  -1.46808,  0.356261,-0.0321662,    2.1565,  0.991989, 0.0618985,-0.0772545,  0.894977,  0.314294,    1.4429,  0.090368,  0.479902, -0.349255,  -0.25771,-0.0941523,  0.611096, -0.419114
URS0000D6C5B0_12908/1-80_subopt10,  5.67037,-0.816697,0.0337523, -1.45629, 0.387205,-0.332264,  2.36874, 0.619964, 0.691984, -0.40811,  0.84265, 0.627143,  1.08772, 0.172359, 0.279548,-0.394021,-0.241776,-0.210507, 0.475082, -0.53102
URS0000D6C5B0_12908/1-80_subopt11,   5.69996, -0.684899, -0.166751,  -1.21753,   0.44999, -0.224412,   1.96049,    0.9511, -0.393021, -0.156233,  0.851755,   0.22691,   1.12044,  0.623881, 0.0999025,  0.355484,  0.118915,-0.0826672,   1.02028, -0.346278
URS0000D6C5B0_12908/1-80_subopt12,   5.68549,  -1.03338,  0.141701,  -1.60893,  0.290219,  0.042228,   1.67385,  0.641501, -0.564296,-0.0986934,   1.34097,  0.519191,   1.66169, -0.614796, 0.0526469,  -0.52271,   0.16176, 0.0726461,  0.597443, -0.376348
URS0000D6C5B0_12908/1-80_subopt13,    5.66767,   -1.09677,   -0.32325,   -1.30519,   0.682043,  -0.599889,   0.401374,    0.46237,  -0.504548,   0.317963,    2.06037,  -0.514432,   0.947283,  -0.763793, 0.00630463,-0.00916752, -0.0530845,   0.152906,   0.642203,  -0.369823
URS0000D6C5B0_12908/1-80_subopt14,   5.73375,  -1.02652, -0.254516,  -1.37731,  0.421378,  -0.14588,   1.36513,  0.651851,  -1.12809, -0.235548,   1.29852,  0.467787,   1.11494,-0.0285273, -0.177757,  0.199736,   0.45395,-0.0156412,  0.986448, -0.184519
URS0000D6C5B0_12908/1-80_subopt15,   5.74223,  -1.10406, -0.300454,  -1.38964,  0.437405, -0.337519,   1.52157,  0.380406, -0.680376, -0.413737,   1.24663,  0.693921,  0.867764,-0.0424891, -0.431547,  0.180789,  0.515114,-0.0845665,  0.886539, -0.271952
URS0000D6C5B0_12908/1-80_subopt16,   6.14494,  -1.32749,   0.46349,  -1.02584,  0.923475, -0.415675,   1.24803,  0.800405, -0.786657, 0.0879972,   1.34742,  0.440176,   1.50234,-0.0300012, -0.475307,   0.29805,  0.410532,   0.30137, 0.0863742, 0.0453777
URS0000D6C5B0_12908/1-80_subopt17,   6.0713, -1.30603, 0.655913, -1.05425, 0.885107,-0.253348,  1.20456, 0.537786,-0.695626,0.0463106,   1.2962, 0.587545,    1.678,-0.100933,-0.357353, 0.387066, 0.375834, 0.065923, 0.126849,-0.127502
URS0000D6C5B0_12908/1-80_subopt18,   4.78059, -0.488318,  0.574546,  -1.79963,0.00529984,  0.182883,  0.347211,  0.185756,  -0.73257, -0.307549,   1.72357,  0.437646,   1.16909, -0.624678,  0.309521,  0.552777,   0.67229, -0.389267, -0.247051, -0.616425
URS0000D6C5B0_12908/1-80_subopt19,   5.5872, -1.05605,  0.21029, -1.57184, 0.621404, -0.44638, 0.511297, 0.429497,-0.491332, 0.135797,   2.2248,-0.249386,  1.37652,-0.793652, 0.164109,0.0762973,-0.258534,  0.34213,0.0156948,-0.717809
URS0000D6C5B0_12908/1-80_subopt20,   5.65329, -0.985803,  0.279022,  -1.64395,  0.360742,  0.007624,   1.47506,   0.61898,  -1.11487, -0.417715,   1.46295,  0.732837,   1.54419,-0.0583826,-0.0199532,    0.2852,    0.2485,  0.173588,  0.359937, -0.532507
URS0000D6C5B0_12908/1-80_subopt21,   5.59569,  -1.13358,  0.164351,  -1.58417,  0.637432, -0.638026,  0.667719,  0.158054,-0.0436198, -0.042389,    2.1729,-0.0232499,   1.12935,  -0.80761,-0.0896862, 0.0573535, -0.197368,  0.273202,-0.0842149, -0.805239
URS0000D6C5B0_12908/1-80_subopt22,   5.66177,  -1.06334,  0.233088,  -1.65628,  0.376773, -0.184018,   1.63149,  0.347538, -0.667158,   -0.5959,   1.41105,  0.958968,   1.29701,-0.0723476, -0.273744,  0.266253,  0.309667,  0.104658,  0.260028, -0.619937
URS0000D6C5B0_12908/1-80_subopt23,   5.12977, -0.647046,-0.0528956,  -1.64649,   0.25275, -0.212268,   1.50813,  0.354087, -0.625675,  -0.33319,   1.19675,  0.798795,   1.24214, 0.0207024, -0.456977,   0.15945,  0.290432, 0.0555905,  0.189634, -0.482041
URS0000D6C5B0_12908/1-80_subopt24,   6.14493,  -1.08526,   0.55466,  -0.82046,  0.843771,  -0.35868,   1.66505,  0.638564,  0.529675,  0.221313,   1.27312,  0.303646,   1.39513,  -0.18076,  0.171242, -0.380837,-0.0692546, -0.124728,  0.247854,-0.0209167
URS0000D6C115_12908/1-100_subopt0,   5.91092,   2.15816,  -1.35341,  -1.13839,   0.53289,  0.100313,  0.705582,  0.165738, 0.0697191,   1.08992, -0.592549, -0.132848,-0.0807857, -0.375425,-0.0772292,  -1.71139,  -1.03498,  0.348622,  0.121145, -0.208689
URS0000D6C115_12908/1-100_subopt1,   5.90452,   2.21213,  -1.33215,   -1.1481,  0.517895,   0.13473,  0.787203,-0.0759409,  0.153708,   1.15375, -0.738202, -0.109676, -0.118568, -0.288819, -0.554248,  -1.17521, -0.746757,  0.630299,-0.0415466, -0.374486
URS0000D6C115_12908/1-100_subopt2,   5.91334,   2.13912,  -1.38791,  -1.10448,  0.578518,  0.170324,  0.519373,  0.327758,  0.215742,   1.08826, -0.552153,  0.159383, -0.036284, -0.459062, 0.0600499,  -1.61656,  -1.07628,  0.210051,  0.185064,-0.0548342
URS0000D6C115_12908/1-100_subopt3,   5.90694,   2.19309,  -1.36665,  -1.11419,  0.563523,  0.204743,  0.600995, 0.0860796,  0.299729,   1.15209, -0.697806,  0.182554,-0.0740672, -0.372457, -0.416968,  -1.08038, -0.788062,  0.491731, 0.0223734, -0.220631
URS0000D6C115_12908/1-100_subopt4,   6.48591,   1.80845,   -1.7718,  0.364442,   1.28921,  0.752962,  -0.56026,   1.45373,  0.819307,  0.620434,  -0.54225,  0.264904,  0.654018, -0.290831, -0.629853,  -1.61452,  -1.57818,  0.272209,-0.0240504,  0.240988
URS0000D6C115_12908/1-100_subopt5,  6.47951,  1.86242, -1.75054, 0.354728,  1.27421, 0.787382,-0.478638,  1.21205, 0.903294, 0.684267,-0.687903, 0.288072, 0.616235,-0.204223, -1.10687, -1.07834, -1.28996, 0.553889,-0.186742,0.0751892
URS0000D6C115_12908/1-100_subopt6,    6.46251,    1.56542,   -2.04699,   0.207444,    1.29277,   0.576259, -0.0338683,    1.21253,    1.33083,-0.00256753,  -0.928218,    1.01361,   0.437638, -0.0749589,  -0.982754,   -1.37915,  -0.743113,   0.311327,  -0.372061,    0.20918
URS0000D6C115_12908/1-100_subopt7,   6.26056,   1.58169,  -1.27729,-0.0357093,    1.3179,  0.683129, -0.266413,   1.80209,  0.998381,  0.290844, -0.784355,  0.580398,  0.663011, -0.423063, -0.507658,  -1.37459,  -1.45317,  -0.16993,  0.152878,  0.523701
URS0000D6C115_12908/1-100_subopt8,   6.28662,    1.6247,  -1.33248,-0.0479143,   1.30256,  0.764184, -0.191315,    1.5059,   1.08441,  0.399262, -0.971384,  0.567418,  0.614567, -0.346048,  -1.02496,  -0.74171,   -1.1521,   0.18201,-0.0554493,  0.310203
URS0000D6C115_12908/1-100_subopt9,  6.41287,  1.22232, -1.96459, 0.133617,  1.25811, 0.675338,0.0850341,   1.3301,  1.36017, 0.186126,-0.718373, 0.804763, 0.477862,-0.198981,-0.405938, -1.49912, -1.71313,-0.380646,0.0379098, 0.454159
URS0000D6C115_12908/1-100_subopt10,  6.36662,  1.46348, -1.63166,0.0751174,  1.27141, 0.914172,-0.202644,  1.57812, 0.832552, 0.606188,-0.832962, 0.533988, 0.764521,-0.386311,-0.567177, -1.28474, -1.70871,-0.192373, 0.147347, 0.315092
URS0000D6C115_12908/1-100_subopt11,    6.5408,   1.54477,   -2.1966,  0.375743,   1.24764,  0.806391,-0.0110869,   1.39148,   1.26762,  0.070993, -0.740653,  0.807418,  0.351077, -0.111574, -0.355296,  -1.80572,  -1.56938,0.00736159, -0.156398,  0.357134
URS0000D6C115_12908/1-100_subopt12,   6.40647,    1.2763,  -1.94332,  0.123906,   1.24312,  0.709754,  0.166654,   1.08842,   1.44416,  0.249957, -0.864033,  0.827934,   0.44008, -0.112373, -0.882965, -0.962941,  -1.42491,-0.0989662, -0.124783,  0.288362
URS0000D6C115_12908/1-100_subopt13,    6.3526,   1.51867,  -1.55993,  0.220137,   1.30688,  0.653212,  -0.52298,   1.08484,    1.0524,  0.795707, -0.354127,  0.277814,  0.872154, -0.182035,  -1.19063, -0.632997,  -1.45752,  0.131071,-0.0869906,  0.307262
URS0000D6C115_12908/1-100_subopt14,  6.36023,  1.51745,  -1.6104,0.0654015,  1.25641, 0.948588,-0.121025,  1.33645, 0.916537, 0.670015,-0.978614, 0.557156, 0.726738,-0.299705,  -1.0442,-0.748556, -1.42049,0.0893083,-0.015345, 0.149299
URS0000D6C115_12908/1-100_subopt15,  6.40301,   1.7676,  -2.0555, 0.347565,  1.31519, 0.833256,0.0364918,  1.31545,  1.29399, 0.285099, -1.31011, 0.738122,   0.4626,  0.23906,-0.798946,  -1.1181, -1.40584, 0.282728,-0.193464,0.0583007
URS0000D6C115_12908/1-100_subopt16,    6.5344,   1.59875,  -2.17534,  0.366027,   1.23264,  0.840812, 0.0705368,    1.1498,   1.35161,  0.134824, -0.886312,  0.830592,  0.313294,-0.0249667, -0.832322,  -1.26954,  -1.28116,   0.28904, -0.319092,  0.191339
URS0000D6C115_12908/1-100_subopt17,    6.0313,  0.577956,  -1.03683, 0.0946759,  0.632703,  0.692454,  -0.38508,   1.46729,   1.09641,  0.472315, -0.467553,  0.196103,  0.939684,-0.0854596, -0.933888, -0.630726,  -1.42823,  -0.68536, 0.0988329,  0.594517
URS0000D6C115_12908/1-100_subopt18,    6.453,  1.76539, -1.53041, 0.210753,  1.19509,  1.00856,-0.612772,   1.9372, 0.241334, 0.353753,-0.755877,  1.03065,  1.13882,-0.298989,-0.502934, -2.03698, -1.37417,   0.1925, 0.200503, 0.515311
URS0000D6C115_12908/1-100_subopt19,    6.49364,    1.79328,   -1.62386,   0.185893,    1.18767,    1.10086,  -0.588326,    1.67819,   0.282848,   0.429799,  -0.918523,    1.03444,    1.09594,  -0.190338,  -0.915785,    -1.3979,   -1.08328,   0.528343,-0.00240487,   0.309718
URS0000D6C115_12908/1-100_subopt20,   5.64968,   1.82562,  -1.02902, -0.815768,  0.463863,   0.12683,  0.680942,-0.0514501,  0.133499,   1.11648, -0.761981, -0.151844,  0.147694, -0.601929,-0.0496737,  -1.26663,  -1.54794, -0.272731,  0.295738,  0.200421
URS0000D6C115_12908/1-100_subopt21,     5.6579,    1.86448,   -1.04601,  -0.838139,   0.456793,   0.172485,   0.711914,  -0.255941,   0.172967,    1.14794,  -0.883254,  -0.111893,   0.115474,  -0.483682,  -0.422249,   -0.72425,   -1.26991,-0.00714781,   0.138468,  0.0425268
URS0000D6C115_12908/1-100_subopt22,  4.55395,  2.71145, -1.21486,-0.543736, -0.38808,  0.35347,  1.00673, -0.49959, 0.627736, 0.559243, -1.02969,  0.62115,-0.037731,-0.394444, 0.349122,-0.924047, -0.76628, -0.29481,-0.142153, 0.171944
URS0000D6C115_12908/1-100_subopt23,    4.5277,   2.77071,  -1.16511, -0.508989, -0.409746,  0.377285,   1.08935, -0.789051,  0.657684,  0.568495,  -1.11626,  0.671694,-0.0585973, -0.214266, -0.182284, -0.228226, -0.387925,0.00385084, -0.334102, 0.0232013
URS0000D6C115_12908/1-100_subopt24,   4.81173,   2.67541,  -1.21515, -0.837101, -0.356289,  0.446073,   1.11426, -0.338948,  0.806487,  0.650311,  -1.31049,  0.527976, -0.184918, -0.550948,   0.31317,  -1.27866, -0.914613, -0.354014,-0.0876622, 0.0353366
URS0000D69911_12908/1-80_subopt0,   6.19397, -0.433596,  -3.41549,   1.09644,  0.556313,   1.20808,  -1.73062,  0.251713,  0.532859, -0.447917,  0.333428,  0.964708,  0.432923,   0.61536,  0.188848,  0.491742,-0.0169755, -0.619903, -0.481376,  0.224288
URS0000D69911_12908/1-80_subopt1,   6.86639,  -1.00875,  -3.66625,   1.26681,  0.918602,  0.795331,  -1.39249,   0.39379,  0.793273,-0.0934554,   0.80749,   0.48728,  0.752177,  0.317742,  0.248502, 0.0719791, -0.908021,  0.131777,   -0.1568,-0.0365523
URS0000D69911_12908/1-80_subopt2,  6.15357,-0.173056, -2.93931,  1.10677, 0.577551, 0.995018, -1.75272,  0.21441, 0.334795,-0.603704, 0.115937,  1.35654,  0.43804, 0.781352,-0.209297,0.0199548,-0.190198,-0.598371,-0.206636,  0.46471
URS0000D69911_12908/1-80_subopt3,    6.1295,   -0.3217,  -3.14704,  0.962421,  0.524873,   1.04609,   -1.4878,  0.189478,  0.510736, -0.501115,  0.332784,   0.86256,   0.43908,  0.608516, -0.213708,  0.430894,-0.0677816, -0.520403, -0.537497,  0.234299
URS0000D69911_12908/1-80_subopt4,   6.80192, -0.896854,  -3.39782,    1.1328,  0.887162,  0.633345,  -1.14967,   0.33156,  0.771148, -0.146652,  0.806843,  0.385132,  0.758334,  0.310897, -0.154056, 0.0111345, -0.958826,  0.231279, -0.212922,-0.0265415
URS0000D69911_12908/1-80_subopt5,   5.32637, 0.0125931,  -2.25057, -0.694192, -0.164263, -0.123855, -0.430956,   -1.8061,   0.13071,  0.137555,   0.92369,-0.0578682, -0.474159,  0.147961,  -0.23589,  0.212206,   0.59452, -0.567004, -0.152826,  -0.14052
URS0000D69911_12908/1-80_subopt6,   6.09416, -0.619419,   -2.5032, -0.478488,  0.269931,  -0.56571,-0.0602017,  -1.61356,  0.356198,  0.490112,   1.41004,  -0.57605, -0.193636, -0.123924, -0.212576, -0.222284, -0.304001,  0.208048,  0.186928, -0.373916
URS0000D69911_12908/1-80_subopt7,    6.13675,  -0.377833,   -2.54764,-0.00261395,   0.114217,  0.0493417,   0.741728,   -1.20902,   0.243117,   0.270579, -0.0167119,  -0.468198,  0.0877498,-0.00212584,  -0.681876,  0.0567957,  -0.821238,  0.0722029, -0.0504007,  -0.265341
URS0000D69911_12908/1-80_subopt8,   5.30339,  0.240912,  -2.30063,  -0.10343, -0.307387,  0.662273,  0.455894,  -1.44111, -0.219202, -0.118443, -0.653394,  0.030114, -0.396964, 0.0982306, -0.443577,  0.375604, 0.0861817, -0.802409, -0.261699,-0.0812319
URS0000D69911_12908/1-80_subopt9,   5.33077,  0.173826,  -2.39397,-0.0824952, -0.356015,  0.583363,  0.362885,  -1.72872,  -0.12392, -0.166628,-0.0824296, 0.0929965, -0.419473, 0.0328531, -0.509375,  0.407691,  0.167737, -0.818297, -0.396375,-0.0520853
URS0000D69911_12908/1-80_subopt10,    6.15116,  -0.483518,   -2.65421,     0.1652,   0.109111,  0.0218601,   0.576959,   -1.53804,   0.179511,   0.258345,   0.446498,  -0.543073,  -0.074941,  -0.180846,  -0.528431, -0.0283805,  -0.773865,-0.00598196, -0.0429383,  -0.256139
URS0000D69911_12908/1-80_subopt11,   5.31161,  0.398308,  -2.01219,-0.0316975, -0.332186,  0.416826,  0.246832,  -1.74257, -0.328088, -0.324778, -0.297292,  0.518983, -0.403635,  0.222765, -0.721724, -0.080128, 0.0359037, -0.786909,-0.0772433,   0.19966
URS0000D69911_12908/1-80_subopt12,   5.49722,  -0.30581,  -1.08574,  0.251635,-0.0598052, 0.0385557,   1.05373, -0.951362, -0.143552, 0.0235559,-0.0572927,  0.525255,  -1.17377, -0.121698, -0.716879,  0.105581, -0.519222,  -0.22757,-0.0269771,  0.729274
URS0000D69911_12908/1-80_subopt13,     5.96627,    -1.23325,    -0.36011,   -0.687509,   -0.743822,    -1.27382,   -0.841771,    0.523671,    0.248042,    0.560585,    0.643908,   -0.590555,   -0.858316,    -1.05799,  -0.0917666,     0.34695,    -0.25546,   -0.594315,-0.000269794,    0.273713
URS0000D69911_12908/1-80_subopt14,   5.99396,  -1.51698, -0.481823,  -1.08811, -0.779419, -0.670616, -0.563816,  0.702661, -0.395235,   0.52914,-0.0790608, -0.243034, -0.593901,  -1.25558, -0.340818,  0.320032, 0.0281197, -0.471654,  0.118437,  0.264204
URS0000D69911_12908/1-80_subopt15,   6.11159,  -1.68213, -0.201405, -0.487011,  0.847532, -0.787241,  0.376938, -0.402526, -0.541423, -0.142662,   1.36826,  0.567947, -0.281237, -0.686383, -0.682233,  0.181118,-0.0542082,  0.297696,  0.507653,  0.591133
URS0000D69911_12908/1-80_subopt16,   5.61254,  -1.24826, -0.609506, -0.901289,  0.490705, -0.457366,0.00128007,  0.205048, -0.118952,  0.811184,   0.99693, -0.183434, -0.558883,   -1.4065, -0.737641,  0.128977,-0.0233547,  0.462334,   0.34927,  0.670598
URS0000D69911_12908/1-80_subopt17,  6.22548, -1.49874,-0.307282,-0.482036, 0.768051,-0.775795,   1.4602,0.0863427, 0.289446,-0.366376, 0.955965, 0.328398,-0.348459,0.0166518, -0.37682, 0.145284,-0.227215, 0.138888, 0.332929, 0.788088
URS0000D69911_12908/1-80_subopt18,  5.74267, -1.00776,-0.620304,-0.920707, 0.394911,-0.336424,  1.02856, 0.789827, 0.530292, 0.734802, 0.588925,-0.505145,-0.523589,-0.803154,-0.486936, 0.117101,-0.150522, 0.350444, 0.209372, 0.892963
URS0000D69911_12908/1-80_subopt19,   6.59593,  -1.26751, -0.489695, -0.159993,  0.805324, -0.619657,  0.917474, -0.431684,  0.275138, -0.359831,  0.727535,   1.01336, -0.568217,  0.176262, -0.795939,-0.0835006, -0.485476,  0.155225,  0.710741,  0.399983
URS0000D69911_12908/1-80_subopt20,  6.10179, -1.46628,-0.235653,-0.270653, 0.890054, -1.03174, 0.730808,-0.399969, 0.161149,-0.380848,  1.45005, 0.494567,-0.626783,-0.254461, -0.33279, 0.236877, -0.34831,  0.10847, 0.467461,  0.49482
URS0000D69911_12908/1-80_subopt21,    6.19094,   -1.46556,  -0.312271,  -0.440351,   0.925599,  -0.773297,    1.09553, -0.0255166,   0.116253,  -0.406681,   0.729641,   0.341295,  -0.446608,-0.00861518,  -0.315175,   0.272181,  -0.346545, -0.0175066,   0.536161,   0.457992
URS0000D69911_12908/1-80_subopt22,  6.17534, -1.45682,-0.309463,-0.566512,  0.95163,-0.443207, 0.577137, 0.194113, 0.115631, 0.272828,  1.46572,-0.239598,-0.452103, -1.29528,-0.147729, 0.229217,-0.456083,-0.014353, 0.192266, 0.516619
URS0000D69911_12908/1-80_subopt23,   6.13605, -0.433498, -0.492175, -0.202342,  0.192846, -0.589739,  0.330842, -0.330537, -0.106683,  0.245201,   1.20094,  0.562566, -0.729196, -0.400371, -0.953035,-0.0382035,  0.149337,  0.680287,   0.74248,  0.961337
URS0000D69911_12908/1-80_subopt24,   5.63835,  -1.07195, -0.696455, -0.466223,  0.501805, -0.989684,  0.245489, -0.147209,  0.361676,-0.0461731,   1.20878,  0.420393, -0.912353,-0.0756965, -0.325985,  0.424342, -0.191622,  0.190734,  0.720725,  0.807922
URS0000D6D337_12908/1-97_subopt0,   7.2966,  -1.0664, -3.52366,  1.44168,-0.296468, 0.892004,-0.497911, 0.609167,  0.58317, -0.39652, 0.512162,  1.19189,   1.2401,  1.26551,0.0890767, 0.276249, 0.289666,-0.106534,0.0399908,  0.57114
URS0000D6D337_12908/1-97_subopt1,     6.2472,   -1.14193,   -1.97016,  -0.206512,   -1.01923,  -0.123784,     2.1134,   -1.54532,-0.00913512,   0.476759,   0.100866,   0.409632,   0.186011,   0.187507,    -1.2469,    1.42132,  -0.271097,    -1.8135,      1.335,   0.682436
URS0000D6D337_12908/1-97_subopt2,   6.55033, -0.216052,  -2.15504,  0.439069,  -1.17537,  0.354514,   1.73894, -0.894396, 0.0768102,-0.0149566,  0.201329,  0.227893, -0.140903,  0.657327, -0.451865,  0.346253,0.00114195, -0.312831,  0.141979,  0.390939
URS0000D6D337_12908/1-97_subopt3,    6.0864, 0.0284111, -0.746342, -0.624345,   1.70253, -0.602056,   1.50604,  0.530865, -0.281073,  0.766911, -0.469891,  0.458615,  -1.01762, -0.323982,  -0.66682, -0.709187,  0.741165,-0.0549448,  0.300258,  0.940884
URS0000D6D337_12908/1-97_subopt4,    6.5331, -0.716145,  -1.37586, -0.406378,  0.534997, -0.290357,  0.764787,  -1.23077, -0.348043,  0.180558, -0.398665,  0.190038, -0.218442,   1.47365,  -0.12777, -0.469477,   1.02796,-0.0415124,  0.268354,   0.20305
