 ,B,B_1,B_1[S_2S_3],B_1[S_3S_4],B_2,B_2[S_3S_6],E3,E3[HMS],E3[IMS],E3[IS],E3[MS],E3_0,E3_0[I_0S_1],E3_0[I_1M_5S_1],E3_0[I_1S_1],E3_0[M_16S_1],E5,E5[IS],E5[MS],E5_0,E5_0[I_1S_1],E5_1,E5_1[M_16S_1],E5_2,E5_4,E5_4[I_0S_1],E5_9,H,H[E3S],H_12,H_3,H_3[S_2],H_4,H_4[S_1],H_4[S_2],H_4[S_4],H_4[S_6],H_5,H_5[S_3],H_6,H_6[S_1],H_6[S_2],H_6[S_5],H_7,H_7[S_2],H_8,H_8[S_4],H_9,H_9[E3_0S_1],H_9[S_5],I,I[E3E5SS],I[E3SS],I_0,I_0[E3_0E5_4S_1S_1],I_0[E3_0E5_4S_1S_3],I_0[S_2S_3],I_0[S_3S_3],I_0[S_3S_4],I_1,I_1[E3_0E5_0S_1S_5],I_1[S_1S_3],I_1[S_2S_3],I_1[S_2S_4],I_1[S_3S_3],I_1[S_3S_4],M,M[E3E5SSSS],M[E3E5SS],M[SSSS],M[SSS],M_1,M_14,M_16,M_18,M_5,S,S[BB],S[BH],S[BI],S[BM],S[E3E5I],S[E3E5M],S[E3HM],S[E3IM],S[E5HM],S[HI],S[HM],S[II],S[IM],S_1,S_1[E3_0E5_0I_1],S_1[E3_0E5_1M_16],S_1[E3_0E5_4I_0],S_1[E3_0I_1M_5],S_1[H_6I_1],S_1[I_0I_1],S_2,S_2[B_1I_0],S_2[H_6I_1],S_2[I_0I_0],S_2[I_0I_1],S_3,S_3[B_1I_0],S_3[B_2I_1],S_3[H_5I_1],S_3[I_0I_0],S_3[I_0I_1],S_3[I_1I_1],S_3[I_1M_16],S_4,S_4[B_1H_4],S_4[I_0I_1],S_4[I_1I_1],S_5,S_5[H_9M_14],S_5[H_9M_16],S_6
RF02913#HF991811.1/50598-50499#subopt5,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      1,      1,      0,      0,      0,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      1,      0,      1,      0,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      3,      0,      0,      0,      0,      0,      1,      0,      0,      0,1.58496,      1,      1,1.58496,1.58496,      0,      0,      0,      0,      0,      0,      1,      0,      1,      0,      0,      2,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      1
RF02913#HF991811.1/50598-50499#subopt6,      1,      1,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      1,      1,      0,      0,      0,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      1,      0,      0,      0,      0,      0,1.58496,      0,      0,      1,      0,      1,      0,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,3.16992,      0,      0,1.58496,      0,      0,      1,      0,      0,      0,1.58496,      1,      0,1.58496,      2,      0,      0,      0,      0,      0,      0,      1,      0,      1,      0,      0,      2,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1
RF02913#HF991811.1/50598-50499#subopt7,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      1,      1,      0,      0,      0,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,2.32193,      0,      0,      0,      0,      0,      0,      0,      0,2.32193,      0,      1,      1,      0,      1,      0,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,3.16992,      0,      0,      0,      0,      0,      1,      0,      0,      0,1.58496,      1,1.58496,1.58496,      2,      0,      0,      0,      0,      0,      0,      1,      0,      1,      0,      0,      2,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      1
RF02913#HF991811.1/50598-50499#subopt8,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,2.58496,      0,      0,      0,      0,      0,      0,      0,      0,      0,1.58496,      1,      2,      1,      1,      1,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,1.58496,      0,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,3.32193,      0,      0,      0,      0,      0,      1,      0,      0,      0,1.58496,      2,      1,1.58496,1.58496,      0,      0,      0,      0,      0,      0,      2,      0,      1,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,1.58496,      0,      0,      1,      1,      0,      0,      0
RF02913#HF991811.1/50598-50499#subopt9,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,2.58496,      0,      0,      1,      1,      0,      0,      0,      0,      0,1.58496,      1,1.58496,      0,      1,      1,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,1.58496,      0,      1,      1,      0,      0,      0,      0,      0,      0,      0,      1,      0,3.32193,      0,      0,      0,      0,      0,      1,      0,      0,      0,1.58496,      2,      1,1.58496,      1,      0,      0,      0,      0,      0,      0,2.32193,      0,      1,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,1.58496,      0,      0,      1,      1,      0,      0,      0
RF02913#HF991811.1/50598-50499#subopt10,      1,      0,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,2.58496,      0,      0,      0,      0,      1,      0,      1,      0,      0,1.58496,      1,1.58496,      1,      0,      1,      0,      0,      0,      0,      0,      0,      0,1.58496,      0,      0,      0,      0,      0,      0,      0,      0,1.58496,      0,      0,      0,      1,      0,      1,      1,      0,      0,      0,      0,      0,      0,      0,      1,      0,3.32193,      0,      1,      0,      1,      0,      1,      0,      0,      0,      1,      2,      1,      1,1.58496,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,1.58496,      0,      0,      1,      1,      0,      0,      0
RF02913#HF991811.1/50598-50499#subopt11,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      1,1.58496,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      1,      0,      0,      1,      1,      1,      0,      0,      0,      0,      0,      0,      1,      0,      3,      0,      0,      0,      0,      0,      1,      0,      0,      0,1.58496,      1,      1,1.58496,1.58496,      0,      0,      0,      0,      0,      0,      1,      0,      1,      0,      0,1.58496,      0,      0,      1,      0,      0,      1,      0,      1,      0,      0,      0,      1,      0,      0,      0
RF02913#HF991811.1/50598-50499#subopt12,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      2,      0,      0,      1,      1,      0,      0,      0,      0,      0,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      1,      0,      0,      1,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      3,      0,      0,      0,      0,      0,      1,      0,      0,      0,1.58496,      1,      1,1.58496,      1,      0,      0,      0,      0,      0,      0,1.58496,      0,      1,      0,      0,1.58496,      0,      0,      1,      0,      0,      1,      0,      1,      0,      0,      0,      1,      0,      0,      0
RF02913#HF991811.1/50598-50499#subopt13,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,2.32193,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      1,1.58496,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      1,      0,      0,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,3.16992,      0,      0,      0,      0,      0,      1,      0,      0,      0,1.58496,1.58496,      1,1.58496,1.58496,      0,      0,      0,      0,      0,      0,1.58496,      0,      1,      0,      0,1.58496,      0,      0,      1,      0,      0,      1,      0,      1,      0,      0,      0,      1,      0,      0,      0
RF02913#HF991811.1/50598-50499#subopt14,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,2.32193,      0,      0,      1,      1,      1,      0,      1,      0,      0,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      1,      0,      0,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,3.16992,      0,      0,      0,      0,      0,      1,      0,      0,      0,1.58496,1.58496,      1,1.58496,      1,      0,      0,      0,      0,      0,      0,      2,      0,      1,      0,      0,1.58496,      0,      0,      1,      0,      0,      1,      0,      1,      0,      0,      0,      1,      0,      0,      0
RF02913#HF991811.1/50598-50499#subopt15,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      1,1.58496,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      1,      0,      1,      0,      1,      1,      0,      0,      0,      0,      0,      0,      1,      0,      3,      0,      0,      0,      0,      0,      1,      0,      0,      0,1.58496,      1,      1,1.58496,1.58496,      0,      0,      0,      0,      0,      0,      1,      0,      1,      0,      0,      2,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      1
RF02913#HF991811.1/50598-50499#subopt16,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,1.58496,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      1,      0,      1,      0,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      3,      0,      0,      0,      0,      0,      1,      0,      0,      0,1.58496,      1,      1,1.58496,1.58496,      0,      0,      0,      0,      0,      0,      1,      0,      1,      0,      0,      2,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      1
RF02913#HF991811.1/50598-50499#subopt17,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      2,      0,      0,      1,      1,      0,      0,      0,      0,      0,      1,      1,      1,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      1,      0,      1,      0,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      3,      0,      0,      0,      0,      0,      1,      0,      0,      0,1.58496,      1,      1,1.58496,      1,      0,      0,      0,      0,      0,      0,1.58496,      0,      1,      0,      0,      2,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      1
RF02913#HF991811.1/50598-50499#subopt18,      1,      1,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      1,1.58496,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,      2,      0,      0,      1,      0,      0,      0,      0,      0,1.58496,      0,      0,      1,      0,      1,      0,      1,      1,      0,      0,      0,      0,      0,      0,      1,      0,3.16992,      0,      0,1.58496,      0,      0,      1,      0,      0,      0,1.58496,      1,      0,1.58496,      2,      0,      0,      0,      0,      0,      0,      1,      0,      1,      0,      0,      2,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1
RF02913#HF991811.1/50598-50499#subopt19,      0,      0,      0,      0,      0,      0,      1,      0,      0,      0,      1,      1,      0,      0,      0,      0,      1,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      2,      0,      0,      0,      0,      0,      0,      0,      0,      0,      1,      1,1.58496,      1,      1,      0,      0,      0,      0,      0,      0,      0,      0,2.32193,      0,      0,      0,      0,      0,      0,      0,      0,2.32193,      0,      1,      1,      0,      1,      0,      1,      1,      0,      0,      0,      0,      0,      0,      1,      0,3.16992,      0,      0,      0,      0,      0,      1,      0,      0,      0,1.58496,      1,1.58496,1.58496,      2,      0,      0,      0,      0,      0,      0,      1,      0,      1,      0,      0,      2,      0,      0,      1,      0,      0,      1,      0,      0,      0,      0,      0,      0,      0,      0,      1
