 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18,snm_19,snm_20,snm_21,snm_22,snm_23,snm_24,snm_25,snm_26,snm_27,snm_28,snm_29,snm_30,snm_31,snm_32,snm_33,snm_34,snm_35,snm_36,snm_37,snm_38,snm_39,snm_40,snm_41,snm_42,snm_43,snm_44,snm_45,snm_46,snm_47,snm_48,snm_49,snm_50,snm_51,snm_52,snm_53,snm_54,snm_55,snm_56,snm_57,snm_58,snm_59,snm_60,snm_61,snm_62,snm_63,snm_64,snm_65,snm_66,snm_67,snm_68,snm_69,snm_70,snm_71,snm_72,snm_73,snm_74,snm_75,snm_76,snm_77,snm_78,snm_79,snm_80,snm_81,snm_82,snm_83,snm_84,snm_85,snm_86,snm_87,snm_88,snm_89,snm_90,snm_91,snm_92,snm_93,snm_94,snm_95,snm_96,snm_97,snm_98,snm_99,snm_100,snm_101,snm_102,snm_103,snm_104,snm_105,snm_106,snm_107,snm_108,snm_109,snm_110,snm_111,snm_112,snm_113,snm_114,snm_115,snm_116,snm_117,snm_118
RF02914#URS0000D68A3E_12908/1-36#subopt6,   0.0221136, -0.00698241, -0.00395833,  -0.0811208,-0.000480434,  -0.0306127,   0.0262137,  -0.0602567,  0.00577267,    -0.01824,   0.0344329,  -0.0624825,    0.035349,  0.00982709,   0.0743404, -0.00237068,  -0.0627508,    0.052038,   0.0478477,  -0.0230487,  -0.0638829,  -0.0658635, -0.00389887,  -0.0481011,   0.0299754, 0.000268101,    -0.04851,  -0.0388508,  -0.0146057,  -0.0186339,   0.0658025,   0.0304296,   0.0244953,  -0.0126143,  0.00110724,  0.00203871,  -0.0382704,  -0.0267457,   0.0283075,  -0.0195886,  -0.0443123,   0.0100919,   0.0547924,   0.0562186,  -0.0171512,  -0.0624072,  0.00259979,  -0.0248131,  -0.0325517,   0.0207407,  0.00154103,  -0.0154949,   -0.133099,   0.0294267,  -0.0329492,   0.0128898,   -0.059696, -0.00122379,  -0.0226948, -0.00946727,   0.0136302,  -0.0177032,   0.0554269,   -0.034394,  -0.0646645,  -0.0486977,   0.0173041,  0.00821747,  -0.0149697,  -0.0358202,   0.0111414,  -0.0524876,   0.0286587,   0.0376397, -0.00127133,  -0.0108145,  -0.0089059,    -0.01686,   0.0280162, -0.00755023,  0.00766054,   0.0471021,   0.0228126,  -0.0691312,  -0.0136623,  -0.0199793,   0.0165925,  -0.0553809,  -0.0241562,  -0.0418239,   0.0169877,   -0.013511,  0.00394507,  0.00789979,  -0.0640118,    -0.02011,   0.0222582,  -0.0178922,   0.0627393, -0.00445784,   0.0129637,   0.0039748,   0.0354915,  -0.0220782,  0.00971115,   0.0135231,  0.00663608,  0.00232053, -0.00666852, -0.00247413,  -0.0145398,  -0.0328576,  -0.0190023, -0.00755874,    0.028235,  -0.0102423,  -0.0118079,   0.0147557
RF02914#URS0000D68A3E_12908/1-36#subopt7,  0.0269224,-0.00273035, -0.0112635, -0.0792969, -0.0189347, -0.0223539, -0.0132595, -0.0349659,  0.0532475,   0.057956,  0.0348401, -0.0981333,  0.0308923,-0.00596418,  0.0882655, -0.0261249, -0.0456171,  0.0485267, 0.00309422, -0.0298366,  0.0434274,  0.0196359, -0.0394974,  0.0457449,  0.0193443,  0.0229505, 0.00887012,-0.00264197,  0.0655975,  0.0661736,  0.0491642,  0.0709578, 0.00219823, -0.0137385, -0.0202646, -0.0690868,  0.0303343, 0.00807204,  0.0292427,-0.00793605, -0.0241961,  0.0160675, 0.00613715,-0.00756516,  0.0357546, -0.0228261, 0.00470926,  0.0270863, -0.0316564, -0.0208466, -0.0113849,-0.00182437,   -0.13231,  0.0253221, -0.0369813,  0.0305913, -0.0966809,  0.0237168,   0.021026, -0.0278867, 0.00342093, -0.0392666,  0.0358147, -0.0303476, -0.0657754, -0.0369241,  0.0374016,  0.0386417, -0.0162895,  0.0227229, -0.0321506,    -0.0147,-0.00848389, -0.0184767,  0.0142653, 0.00626706,  0.0357653, -0.0127928,  0.0440733, 0.00463313,   0.009733,  0.0450467, -0.0156024, -0.0487579,-0.00548282,-0.00278965,-0.00843947, -0.0440541, -0.0215394,  -0.026273, 0.00253599, -0.0270607, -0.0188921, -0.0180287, -0.0423926, -0.0306157,  0.0155146,  -0.030107,  0.0645756,-0.00489352, -0.0297636,  0.0147327, 0.00780126, -0.0412081, 0.00637668,  0.0179853,0.000699788,-0.00459332,  0.0290815,  0.0107102, 0.00527891,-0.00514738, -0.0060742,  0.0101017, -0.0103499, 0.00161822,-0.00905087,  0.0164782
RF02914#URS0000D68A3E_12908/1-36#subopt8,   0.0226464, -0.00723109, -0.00625974,  -0.0784814, -0.00445852,  -0.0190532,    0.043458,  -0.0781098,  -0.0355621,   0.0262895,   0.0110414,  -0.0440313,   0.0180151,   0.0457365,    0.016036,  0.00986191,  -0.0566924,  0.00362717,   0.0512496,   0.0273483,   -0.112118,  -0.0759678, -0.00527938, -0.00609635,  -0.0324512,     0.02354,  -0.0565466,  -0.0456169,   0.0308251,  -0.0263839, -0.00687767,  -0.0304451,   0.0172411, -0.00613052,  -0.0148281,  0.00818663, -0.00972246, -0.00347774,   0.0463155, -0.00379269,-0.000897973,  -0.0235918,   0.0172667,   0.0278029,   0.0349574,   0.0474012,    0.023762,  -0.0496719,   0.0146166, -0.00185539,  -0.0464506,   -0.033338,  -0.0334008,   0.0401179,  -0.0304741,    0.020586,  -0.0160748, -0.00503018,   0.0167319, -0.00683668, -0.00982211,  0.00210461,   0.0312912,  0.00373103, -0.00120151,  -0.0147273,  -0.0414674,  0.00356555,  -0.0173707,  -0.0151228,  -0.0132464,  0.00902767,   0.0134435, -0.00617513,  -0.0252123,  -0.0163379,  -0.0349381,  -0.0184861,  0.00559196,   0.0576443,  -0.0351274, -0.00406114,   0.0381569, -0.00104052,  0.00244193, -0.00855905,  0.00953177,   -0.055707,  -0.0548844, 0.000518475,  -0.0194362,   0.0403297,  -0.0180102,  0.00574176,   0.0384811,   0.0354867,  -0.0468591,   0.0151422,  -0.0835305,   0.0305855,   0.0754384,   0.0075778,   0.0635024,   0.0495942,-0.000950072,   0.0094223,  0.00610586,   0.0173382,  -0.0114766,   0.0154886, -0.00618477,  -0.0185966,   0.0492067, -0.00945329,   0.0239325,  -0.0295989,  -0.0249444,  -0.0222244
RF02914#URS0000D68A3E_12908/1-36#subopt9,  0.0274552,-0.00297901, -0.0135649, -0.0766576, -0.0229129, -0.0107944, 0.00398485, -0.0528191,  0.0119128,   0.102486,  0.0114486, -0.0796819,  0.0135584,  0.0299452,  0.0299611, -0.0138922, -0.0395585,0.000115843, 0.00649622,  0.0205604,-0.00480764, 0.00953177, -0.0408779,  0.0877498, -0.0430823,  0.0462224,0.000833605,-0.00940792,   0.111028,  0.0584238,  -0.023516,  0.0100833,-0.00505608,-0.00725479,    -0.0362, -0.0629388,  0.0588823,    0.03134,  0.0472506, 0.00785984,  0.0192182, -0.0176161, -0.0313886, -0.0359808,  0.0878632,  0.0869824,  0.0258713, 0.00222747,   0.015512, -0.0434428, -0.0593765, -0.0196674, -0.0326122,  0.0360134, -0.0345063,  0.0382875, -0.0530598,  0.0199105,  0.0604527, -0.0252561, -0.0200314, -0.0194588,   0.011679, 0.00777748,-0.00231257,-0.00295369, -0.0213697,  0.0339899, -0.0186906,  0.0434204, -0.0565385,  0.0468153, -0.0236991, -0.0622914,-0.00967563,0.000743614, 0.00973308,  -0.014419,   0.021649,  0.0698274, -0.0330548, -0.0061167,-0.00025819,  0.0193328,  0.0106214,  0.0086305, -0.0155001, -0.0443801, -0.0522675,  0.0160695, -0.0338879,  0.0267799, -0.0408473, -0.0201867,  0.0601002,  0.0249809, -0.0536028, 0.00292733, -0.0816941,  0.0301499,  0.0327112,  0.0183358,  0.0358123,  0.0304643,-0.00428454,  0.0138843,-0.00414487,  0.0146412, -0.0042234, 0.00596337, 0.00810024, 0.00729844,  0.0160982,0.000506275,-0.00701796, -0.0298459, -0.0218907, -0.0120082
RF02914#URS0000D68A3E_12908/1-36#subopt10,   0.0227905, -0.00455932, -0.00597174,  -0.0710719,  -0.0031349,   -0.017019,   0.0448853,  -0.0660989,  -0.0201623,   0.0374053,   0.0215745,   -0.050281,   0.0213054,   0.0482969,   0.0300416,   0.0139497,  -0.0881164, -0.00122102,   0.0166161,     0.01836,  -0.0434814,  -0.0378436,  -0.0196161,   0.0552911,-0.000619227,   0.0424124, -0.00886314,  -0.0489096,    0.071154,   0.0155114,   0.0399157,  -0.0191112,    0.058692,   -0.011858,  -0.0151915,  -0.0393585,  -0.0367929,  0.00478328,   0.0258098,    0.067703,  0.00387694,   0.0548399,   0.0463868,   0.0273952, -0.00777454,  -0.0882712,   0.0933185, -0.00417844,   -0.100745,   0.0270746,   0.0374151,  -0.0341442,  -0.0824946,    0.146863,   0.0841949,  -0.0316203,   0.0957438,  -0.0995018,   0.0315559,   0.0161349,   0.0151593,    0.114599,  0.00172701,    -0.03828,  -0.0135885,    0.060224,   -0.195613,  -0.0730164,    0.001657,   0.0266305,   -0.158413,  -0.0291505,   0.0977895,   0.0143954,    0.020479,  0.00483057,   -0.116479,   0.0804552, -0.00900564,  -0.0132898,  -0.0738564,  -0.0575962,  -0.0394096,   0.0946444,   0.0335397,  -0.0631857,   0.0238185,   0.0768359,  -0.0195979,    0.195792,   -0.032561,  -0.0153609,   -0.169333,   -0.159178,     0.27354,    -0.16536,   0.0696201,  -0.0159697,   0.0941842,   -0.086078,   -0.140851,   0.0569577,   0.0365889,   0.0376989, -0.00301869,  0.00488645,-0.000862109,  0.00189808, -0.00236236,   0.0080134, 0.000994228,   0.0273864, -0.00876861,    -0.13796,  -0.0306103,  -0.0012216,  -0.0007577,   0.0109141
RF02914#URS0000D68A3E_12908/1-36#subopt11,   0.0202568, -0.00887322, -0.00738286,  -0.0749847,-0.000506915,  -0.0204955,   0.0387153,  -0.0554189,  -0.0464428,   0.0284823,  0.00258096,   -0.054176,   0.0427451,   0.0520072,   0.0337767,   0.0161449,  -0.0301926,  -0.0256618,   0.0249539,   0.0465354,   -0.101497,  -0.0935512,   0.0117986,   -0.024796,  -0.0412167,   0.0104964,  -0.0338555,  -0.0278125,   0.0103183,  -0.0383742, -0.00886085,  -0.0340618,   0.0213296,  -0.0291309,  -0.0154735,   0.0324736,  -0.0268402,   0.0145903,    0.007926, -0.00221696,  0.00439832,  -0.0139391,  -0.0159681,  -0.0338887,    0.044502,  0.00542633,   0.0113548,  0.00594515,   0.0116198,   0.0114253,  0.00805375,   0.0477225,    0.139364,  -0.0490773,  -0.0112302,   0.0255552,   0.0243653, -0.00313565,   0.0442063,    0.097237,  0.00526765,    0.053012,  -0.0544633,   0.0711918,  -0.0258724,  -0.0652115,   0.0660761,   0.0706353,  -0.0226161,   0.0431133, -0.00696575,   0.0217276,  -0.0198282,  -0.0160399,  -0.0243254, -0.00692975,  -0.0106449,   0.0226904,   0.0350928, -0.00247348,   0.0131627,  -0.0906185,  -0.0121795,   0.0307337,   0.0225869,   0.0740746, -0.00272669,   0.0263736,  -0.0136554,  0.00608429, 0.000446411,   0.0321429,  -0.0740451,   0.0176286,  0.00643226,   0.0134316,  -0.0332457,   0.0278428,  -0.0483554,  0.00913994,   0.0201757, -0.00464005,  0.00334644,   0.0287999, -0.00114214, -0.00730982,  0.00656477, -0.00923063, -0.00122268,   0.0128756, -0.00957164,   0.0204183,  -0.0142068, -0.00459427,   0.0119099,  -0.0148022, -0.00836827,-5.76733e-05
RF02914#URS0000D68A3E_12908/1-36#subopt12,   0.0284034, -0.00799231,  -0.0199248,  -0.0606417,   0.0560423,   0.0467257,   -0.012068,  -0.0185402,  -0.0928911,  0.00977886,  0.00994568,    0.008872,   0.0100359,   0.0251941, -0.00461503,   0.0155125, -0.00880834,   0.0193065, 0.000291351,   0.0201903,  -0.0377164,  -0.0229865,  -0.0475448,   -0.107992,  -0.0452615,  -0.0169123,    0.082681,  -0.0125106,  -0.0271057,  -0.0740949,   -0.137861,  -0.0439446,  -0.0111638,  -0.0555888, -0.00675228,   0.0308333,  0.00244773,  0.00808186,   0.0303122,-0.000638584,   0.0445341,  -0.0733819,  -0.0285697,  -0.0747982,   0.0840192,   0.0264506,  0.00999328,   0.0612654, -0.00620736,  -0.0692391,  -0.0256561,   0.0674713,    0.081404,  -0.0615669,   0.0725833,   0.0200413,   0.0297102,   0.0541498,   0.0153343,   0.0875045,   0.0509412,   0.0540006,  -0.0165481,   0.0536562,   -0.102988,   -0.048861,   0.0976867, -0.00245386,  -0.0265841,   0.0335262, -0.00964669,  -0.0229613,  -0.0199865,   0.0616986,   0.0130414,   0.0330717,  0.00674906,    0.072366,  -0.0514883,    0.067114,  -0.0263337,   0.0264238,  -0.0747612,  -0.0559817,   0.0182931,   0.0874508,  -0.0404268,  -0.0532472,  0.00345985,   0.0247064,  -0.0419167,  0.00462917,  -0.0313342,  -0.0649588,  -0.0439913,  -0.0042483,   0.0445321,  -0.0266975,  -0.0104697, -0.00479496,  -0.0468878,  -0.0205686,   0.0303705,   0.0201527, -0.00409631,   0.0153068, -0.00301668,   0.0140445,   0.0065335,  -0.0250649,  -0.0160942,  -0.0246852,  -0.0079728,  -0.0161329,  -0.0192057,   0.0329397,    0.019261,   0.0200689
RF02914#URS0000D68A3E_12908/1-36#subopt13,   0.0256021, -0.00848676,  -0.0173376,  -0.0618502,  0.00761415,   0.0132237,  -0.0138341,   0.0106077,  -0.0284061,   0.0729455,  -0.0236739,  -0.0734771,  0.00862095,   0.0262423,  -0.0194424,   0.0155245, -0.00375874,-0.000194586,   0.0352034,   0.0148073,  -0.0814045,   -0.049009,  -0.0344661,  -0.0933072,  -0.0362681,   0.0140844,   0.0552602,  -0.0547149,  0.00537343,  -0.0764088,  -0.0956614,   0.0244119,  -0.0325592,  -0.0324236,  -0.0293707,   0.0238834,   0.0281094,  -0.0139441,   0.0155495,  -0.0515928,   0.0218612,  -0.0783278,  -0.0106391,  -0.0705652,   0.0545502,  0.00442489, -0.00872828,   0.0991676,   0.0249315,  -0.0182791,  -0.0585842,   0.0809795,    0.146638,  -0.0255719,  0.00547908,   -0.051503,   0.0171666,   0.0291946,    0.185603,   0.0363593,   0.0347637,     0.02712,  -0.0300411,    0.124442,  -0.0183484,    0.101031,   0.0583198,   0.0807115,  -0.0659175,    0.182249,   0.0316436,  -0.0560828,   0.0535051,   0.0484473,   -0.154265,  -0.0990588,  -0.0996373,    0.021673,  -0.0951791,   0.0429745,   0.0898144,    0.226661,   0.0186388,  -0.0473816,   -0.187148,   -0.284435,   0.0241955,    0.153161, -0.00958391,  0.00566342,  -0.0330211,   -0.127957,   0.0379766,   -0.113814,   -0.117468,   0.0971791,   -0.024273,   0.0754066,    0.118936,  -0.0744544,  -0.0976568,   0.0269255,   0.0944319,  -0.0750005,  0.00508351, -0.00930637, -0.00438887, -0.00837629,  -0.0109236, 0.000221415,   0.0368991,  -0.0108454,   0.0141763,   0.0138689,  -0.0127403,  -0.0203498,   0.0251028,   0.0176126
RF02914#URS0000D68A3E_12908/1-36#subopt14,   0.0252076, -0.00445334,  -0.0172824,  -0.0710389,  -0.0277186,  -0.0306165,   0.0438493,  -0.0296355,  0.00321946,   0.0653446,-0.000546713,   -0.084966,   0.0556939,   0.0669461,   0.0326062,   0.0122343,  -0.0339914,  0.00560639,  -0.0214675,   0.0361992,   0.0282411,  0.00945358,   0.0580125,   0.0215406,  -0.0137437,  0.00874868,   0.0569831,   0.0206618,   0.0350792,   0.0318209,  -0.0692821,   0.0630387,  0.00539187,   0.0177637,   -0.050014,  -0.0637551,  0.00037551,  0.00457805,   -0.140616,   0.0455212,   0.0217487,   0.0600898,   -0.030783,   0.0054454,  -0.0736685,   -0.115878,  -0.0302497,    0.137118,  -0.0708447,  0.00417778,   0.0654276,   0.0650446,    0.127265,  -0.0245294,  0.00947972, -0.00306883,   0.0344158,  0.00942674,   0.0205979,    0.041594,  -0.0166681,   0.0310323,  -0.0830117,  0.00463041,   0.0737626,   0.0021648,   0.0271474,   0.0128012,  0.00792229,  -0.0165323,  0.00378911,   0.0289022,  -0.0245941,  -0.0398838,  -0.0429898,  -0.0195077,   0.0194087,  -0.0256919,    0.028915, -0.00960328,  0.00833804,  -0.0781031,   0.0280462,    0.071666,   0.0538141,   0.0254425, -0.00751933,   0.0201242,   -0.016186,   0.0102027,   0.0196382,   0.0269305, -0.00584396,   0.0652552,   0.0936336,   0.0315031,   -0.033383,    0.034756,  -0.0896167,  -0.0050338,   0.0382681,  0.00353174,  -0.0321837,  -0.0116181, -0.00865474,  -0.0354051,   0.0043624,  0.00592875,  -0.0340703,   -0.023314, -0.00481457,   0.0459825, -0.00128075,  0.00893281, -0.00806676,  -0.0172925,  -0.0186969,  -0.0407345
RF02914#URS0000D68A3E_12908/1-36#subopt15,   0.0198529, -0.00834318, -0.00527984,  -0.0821674,  0.00168521,  -0.0372204,    0.022349,   -0.043079, -0.00616426,  -0.0240541,    0.020734,  -0.0750947,   0.0626317,    0.016872,   0.0938838, -0.00159297,  -0.0197488,   0.0317434,  0.00996088,   0.0034828,  -0.0361794,  -0.0689339,   0.0250812,  -0.0780429,   0.0377668,  -0.0194399, -0.00478479,  0.00555058,  -0.0615922,  -0.0223449,   0.0334325,  0.00950668,  0.00312167,  -0.0138431,  0.00395121,   0.0333233,  -0.0452665,  -0.0331673,  -0.0647074,    -0.02031,  -0.0189482,   0.0525048,   0.0337308,   0.0412844,  -0.0643995,    -0.09015,  -0.0590091,  0.00545619,  -0.0385561,   0.0330723,  0.00630981,   0.0384462,   0.0922004, -0.00374688,  0.00256884,  0.00706798, -0.00282249,   0.0177857,   0.0417739,   0.0894876,   0.0116527,   0.0647956,  -0.0211255,   0.0543332,   0.0399035,   -0.054606,   0.0836331,   0.0532537, -0.00864201,   0.0387913,   -0.010986,   0.0342887, -0.00692839,  -0.0237943,  -0.0598878,  -0.0154993,   0.0067107,  -0.0206022,   0.0628301,  -0.0406601,   0.0335452,  -0.0826035,-0.000999902,    0.058199,   0.0473407,   0.0286089,-0.000164424,   0.0117515,  -0.0266745,   0.0270676,   0.0217394,   0.0127229,  -0.0514044,    0.035198,   0.0343957, -0.00886885,  0.00431639,   0.0159111,  -0.0336409,  -0.0115858,   0.0223293,   0.0173897,   0.0143951,   0.0150776,  -0.0157013,  -0.0180941,  0.00666845, -0.00933535, -0.00905396,  0.00771534,-0.000617696, -0.00786678,  -0.0296975, -0.00708529, -0.00709323,   0.0178615, -0.00966415,    0.013356
RF02914#URS0000D68A3E_12908/1-36#subopt16,   0.0246617, -0.00409112,  -0.0125851,  -0.0803437,  -0.0167692,  -0.0289617,  -0.0171242,  -0.0177883,   0.0413107,   0.0521419,   0.0211412,   -0.110746,    0.058175,  0.00108067,    0.107809,  -0.0253471, -0.00261504,    0.028232,  -0.0347925, -0.00330509,   0.0711307,   0.0165657,  -0.0105174,   0.0158031,   0.0271358,  0.00324237,   0.0525953,   0.0417596,    0.018611,   0.0624625,   0.0167942,    0.050035,  -0.0191754,  -0.0149673,  -0.0174207,  -0.0378022,   0.0233383,  0.00165047,  -0.0637722, -0.00865739,  0.00116803,   0.0584805,  -0.0149244,  -0.0224994,  -0.0114939,  -0.0505689,  -0.0568998,   0.0573556,  -0.0376608, -0.00851499, -0.00661611,   0.0521168,   0.0929892, -0.00785145, -0.00146337,   0.0247695,  -0.0398075,   0.0427264,   0.0854947,   0.0710679,  0.00144346,   0.0432322,  -0.0407376,   0.0583796,   0.0387924,  -0.0428323,    0.103731,   0.0836779, -0.00996193,   0.0973343,  -0.0542781,   0.0720762,   -0.044071,  -0.0799106,  -0.0443512,  0.00158218,    0.051382,  -0.0165352,    0.078887,  -0.0284768,   0.0356177,   -0.084659,  -0.0394149,   0.0785722,   0.0555202,   0.0457984,  -0.0251963,   0.0230783,  -0.0240577,   0.0426186,  0.00728754,-0.000826837,  -0.0742415,  0.00926948,   0.0560148,  -0.0193747, -0.00242742,  0.00369614,  -0.0318046,  -0.0120215,  -0.0203979,   0.0281476,   -0.013295, -0.00405236,  -0.0190358,   -0.013632, 0.000329027,  0.00725109, -0.00667859, -0.00459914,   0.0179767,  -0.0117431,   0.0180489, -0.00025977,  -0.0216984,  -0.0121559,  -0.0129914,  -0.0147693
RF02914#URS0000D68A3E_12908/1-36#subopt17,   0.0202568, -0.00887322, -0.00738286,  -0.0749847,-0.000506915,  -0.0204955,   0.0387153,  -0.0554189,  -0.0464428,   0.0284823,  0.00258096,   -0.054176,   0.0427451,   0.0520072,   0.0337767,   0.0161449,  -0.0301926,  -0.0256618,   0.0249539,   0.0465354,   -0.101497,  -0.0935512,   0.0117986,   -0.024796,  -0.0412167,   0.0104964,  -0.0338555,  -0.0278125,   0.0103183,  -0.0383742, -0.00886085,  -0.0340618,   0.0213296,  -0.0291309,  -0.0154735,   0.0324736,  -0.0268402,   0.0145903,    0.007926, -0.00221696,  0.00439832,  -0.0139391,  -0.0159681,  -0.0338887,    0.044502,  0.00542633,   0.0113548,  0.00594515,   0.0116198,   0.0114253,  0.00805375,   0.0477225,    0.139364,  -0.0490773,  -0.0112302,   0.0255552,   0.0243653, -0.00313565,   0.0442063,    0.097237,  0.00526765,    0.053012,  -0.0544633,   0.0711918,  -0.0258724,  -0.0652115,   0.0660761,   0.0706353,  -0.0226161,   0.0431133, -0.00696575,   0.0217276,  -0.0198282,  -0.0160399,  -0.0243254, -0.00692975,  -0.0106449,   0.0226904,   0.0350928, -0.00247348,   0.0131627,  -0.0906185,  -0.0121795,   0.0307337,   0.0225869,   0.0740746, -0.00272669,   0.0263736,  -0.0136554,  0.00608429, 0.000446411,   0.0321429,  -0.0740451,   0.0176286,  0.00643226,   0.0134316,  -0.0332457,   0.0278428,  -0.0483554,  0.00913994,   0.0201757, -0.00464005,  0.00334644,   0.0287999, -0.00114214, -0.00730982,  0.00656477, -0.00923063, -0.00122268,   0.0128756, -0.00957164,   0.0204183,  -0.0142068, -0.00459427,   0.0119099,  -0.0148022, -0.00836827,-5.76733e-05
RF02914#URS0000D68A3E_12908/1-36#subopt18,   0.0278855,  -0.0111193,   -0.010464,  -0.0722902,   0.0505824,   0.0338015,   0.0376316,  -0.0096982,   0.0174487,  -0.0460275,   0.0224618, -0.00223617,   0.0378463,  -0.0134657,    0.102243,   0.0127651,  -0.0375675,   0.0441327,  -0.0650725,  -0.0117698,   0.0645377,  -0.0046504,   0.0577129,  -0.0665093,   0.0450421,  -0.0426628,   0.0483716,   0.0188575,  -0.0984574,  -0.0537062,  -0.0653745,  -0.0709352,  -0.0194543,   0.0240636,    0.040296,   0.0786559,  -0.0397059,  -0.0403545,  -0.0362355,   0.0167218,   0.0630289,  -0.0302125,   0.0460647,  -0.0215114,  -0.0248716,  -0.0462302,   0.0574328,   0.0672081,  -0.0096202,   0.0328722,   0.0569581,   0.0839216,    0.135879,  -0.0436616,   0.0411121,  -0.0856369,   0.0360517,  -0.0342069,   0.0170968,   0.0721538,  0.00607613,   0.0611005,   0.0217898,   -0.040487, -0.00327137,  -0.0195217,   0.0299454,  -0.0566662,   0.0498064,  -0.0103712,   0.0470722,   0.0511047,  -0.0250605,   0.0455478,  -0.0616683,   0.0628328,  -0.0161689,  -0.0667964, -0.00697189,   0.0745146,   -0.061871,   0.0254112,   0.0435844,  0.00713061,  -0.0138704,  0.00385431,   0.0151738,  -0.0764188,  -0.0142106,   0.0068261,  -0.0322478,   0.0183103,  0.00297896, -0.00695355,   -0.003196,   0.0317782,   0.0156494, -0.00189211,   0.0370706,  -0.0183624,   0.0447868,   0.0467069,   0.0664155,   0.0250512,  0.00835345, -0.00211271,  -0.0125897,  0.00612751,-0.000336702,  -0.0011967,  0.00214275,  -0.0224465,   0.0215284, -0.00550362,   0.0131768,  0.00480702,  -0.0059332,   0.0269534
RF02914#URS0000D68A3E_12908/1-36#subopt19,  0.0278981,-0.00194874, -0.0107726, -0.0747873,   0.035716,  0.0257876,   0.034423, -0.0307097, -0.0211785, -0.0709426,  0.0550815,  0.0385221, 0.00933154,  -0.023361,  0.0773506, 0.00236484, -0.0700807,   0.117027, 0.00270857, -0.0199753,  0.0193398,  0.0367965,   0.047286,  -0.119539,  0.0519931, -0.0386968,  0.0682204,  0.0553921, -0.0789691, -0.0474652, -0.0877073, -0.0158983, -0.0320169, -0.0260746, -0.0361355,  0.0264835,-0.00562623, -0.0215124,  0.0350978, 0.00629785, 0.00499756, -0.0408363,  0.0722746,-0.00426153,  0.0271853, -0.0242604, -0.0929253, -0.0210125, -0.0770499,  0.0107216, -0.0382098,  0.0997264,   0.112101, -0.0317583,  0.0385787, -0.0287804, 0.00382887,  0.0326445,  0.0247514,  0.0708751,  0.0110126,  0.0437166, -0.0318802,  0.0917497, -0.0304029, -0.0427499,  0.0713388, -0.0193713, 0.00417275,  0.0404697,  -0.024308,   0.040281,  0.0254078,  0.0573999,  0.0106391,  -0.036581, -0.0188466,  0.0344509, 0.00289803,  0.0219214, -0.0310586,  0.0116657,-0.00496387, -0.0311758,  0.0638581,  0.0427837, -0.0210483,   -0.11031,  0.0221042, 0.00684536,-0.00849606,   0.016427,-0.00468562,  -0.018824,  0.0482392, -0.0222636,  0.0151423, -0.0633095,   0.061216,-0.00325649,-0.00038871, 0.00918228,   0.015114,  -0.023011,-0.00203943,  0.0100211, 0.00546453,  0.0147461, -0.0139304, -0.0254356,-0.00305673, -0.0233934, 0.00922923,  0.0101025,  0.0164489, -0.0109273, -0.0184876, -0.0137588
RF02914#URS0000D68A3E_12908/1-36#subopt20,  0.0275526,-0.00594705, -0.0131488, -0.0713995,  0.0395134,  0.0206884,  0.0310021, 0.00690602, -0.0388167, -0.0673508,  0.0610831,  0.0273779,  0.0484999, -0.0230131,   0.090487,  0.0131146, -0.0290008,  0.0554317, -0.0056211, -0.0237243,  0.0292705,-0.00879679,   0.054605,  -0.120284,  0.0264681,  -0.092694,  0.0677753,  0.0609687, -0.0674423, -0.0557527, -0.0757672, -0.0708956, -0.0336975, -0.0225274,  0.0453012,  0.0614465,  0.0581095, -0.0108184,  -0.051022, 0.00278779,  0.0161643, 0.00442331,  0.0131499, -0.0189012, 0.00357317, -0.0807369,   -0.02241,  0.0109877, -0.0842156, -0.0456201,  0.0496284,  0.0127402,    0.10042, -0.0301525, 0.00882037,  0.0215191, -0.0218669,   0.124253,  0.0364264,  0.0643668,0.000877904, 0.00381675,  0.0217571,  0.0699574, -0.0301683, -0.0413748,  0.0858794, -0.0225938,-0.00384121,  0.0530555, -0.0202727, 0.00968617,   0.013347,  0.0592326,  0.0386978, -0.0326179, -0.0145995,  0.0318816,-0.00188505,  0.0368297,-0.00448698, -0.0277594, -0.0193445, -0.0316977,  0.0267094, -0.0255862, -0.0168598,  -0.113609,  0.0305107, -0.0223847, -0.0720098,  0.0475555, -0.0300367, -0.0867527,  0.0715415,-0.00966312,-0.00764158,-0.00964302,  0.0542677,  0.0212513,-0.00307547,   0.013156, 0.00351336,  0.0347721,  0.0189129,  0.0334256, -0.0243231, 0.00591063, 0.00231154, 0.00867394,-0.00283785, 0.00304624,  0.0110752, -0.0365418,  0.0157821,-0.00919566,-0.00221244, -0.0104149
