 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18,snm_19
RF01695#CT573326.1/1493171-1493081#subopt3,  3.61976, 0.693664, 0.253342,  1.16842,  1.07216, 0.103131,-0.157777,0.0405993,-0.514174, -1.05717, 0.493878,  0.94257,-0.363238,   0.1415,0.0799946, -0.14047, 0.145409, 0.539495, -1.10914
RF01695#CT573326.1/1493171-1493081#subopt4,   4.23909,   0.29073,-0.0659302,  0.337961,  0.934473,-0.0170133,  0.274261, -0.563117, -0.972839,  -1.31281, -0.382081,   1.07476,-0.0566708,   0.45009, 0.0971057,  -0.22453, 0.0461186,   1.07817,  -1.11078
RF01695#CP001798.1/974535-974621#subopt0,    4.45229,  0.0927873,    1.27923,     0.5709,   0.843196,   0.492934,  -0.235869,  -0.911515,  -0.374997,   -1.08722,  -0.589744,   0.334762,   0.116699,   0.476417,    0.27165,-0.00499134,   0.401986,  0.0464154,  -0.828991
RF01695#CP001798.1/974535-974621#subopt1,   4.16864,  0.262877,  0.871675,  0.338095,    1.0567, -0.162416,   0.23707, -0.095809, -0.858241, -0.768199,-0.0829606,-0.0496107,  0.555023,   0.73018,   0.50835,  0.131886,  0.645522,  0.192034,  -1.26673
RF01695#CP001798.1/974535-974621#subopt2,    4.344,0.0553726, -0.16645,  1.51051, 0.881791, 0.447567,-0.692425, -0.56807,-0.611185,-0.998883, 0.273679,  0.59182,-0.165897, 0.478444, 0.161812,-0.132447, 0.864536, 0.215676, -1.37025
RF01695#CP001798.1/974535-974621#subopt3,   4.24224,  0.216133,  0.776336,  0.104329,  0.796298,  0.843069,    0.1293, -0.497218, -0.473013, -0.156937,-0.0510504, 0.0774028, -0.138709,  0.577666,  0.353573,  0.259623,   0.93147,  0.259023,  -1.50612
RF01695#CP001798.1/974535-974621#subopt4,   4.25227,   0.38066,  0.613253, 0.0414749,  0.695435,  0.150634,0.00955203, -0.501886, -0.299159,  -1.21346, -0.724505,  0.615853,-0.0318765,   0.51541,  0.478846, -0.196638,  0.839404,  0.197249,  -1.44278
RF01695#CP003880.1/163031-162945#subopt0,   2.84825,    1.0849,     1.686,   1.29776,  0.679463,  0.790867,-0.0377769, -0.147383, -0.638714,-0.0107618, -0.410501,  0.230665,  0.171331, 0.0605512,  0.466596,  0.259362, -0.597845,  0.173881, -0.478289
RF01695#CP003880.1/163031-162945#subopt1,  4.39515,0.0887248,0.0308936,-0.431029, 0.046923,  1.22734, 0.269095, -1.06291,-0.796438,-0.081786, 0.227468, 0.613199,-0.659222, 0.235455, 0.305308, 0.290787, 0.309482, 0.251746, -1.22639
RF01695#CP003880.1/163031-162945#subopt2,    4.39698,  0.0732503,   0.209603, -0.0828439,   0.438612,-0.00262875,   -0.20494,   -1.10696,    -1.1984,  -0.982617, -0.0557197,    0.85972,  -0.122679,   0.310804,   0.371497, -0.0763773,   0.154923,    0.68588,   -1.01642
RF01695#CP003880.1/163031-162945#subopt3,   2.55097,   1.25738,  0.853246,  0.820187,  0.703306,-0.0379283,  0.275743, -0.694627, -0.232657,  0.174191,  0.105147, 0.0908087,  0.221088, -0.412772,  0.555738, -0.124965, -0.294479,  0.523746, -0.965011
RF01695#CP003880.1/163031-162945#subopt4,  2.54011,  1.15089,  1.07208, 0.793249, 0.557896, 0.665679,-0.603974,-0.669485,-0.548475, 0.128435,-0.163417, 0.589159, -0.48784, 0.439425, 0.376624, 0.263179, 0.011097, 0.379441, -1.22295
RF03161#URS0001A233B4_12908/1-63#subopt0,   2.96862,   1.18153,   1.25326,  0.822731,  0.505084,  0.784808,    1.2903,  0.570474,  0.235074, 0.0481212, -0.294237,  0.189435, -0.432112, -0.126514,   1.06281, 0.0674799, -0.873999, -0.146689,-0.0182237
RF03161#URS0001A233B4_12908/1-63#subopt1,   2.94048,   1.26238,   1.17367,  0.836166,  0.821283,   0.87785,   1.52768,  0.743501,   0.59209, 0.0112158, -0.293273,  0.352319, -0.400254, 0.0233181,  0.558643,-0.0291436,  -1.18413,  0.219891,  0.173413
RF03161#URS0001A233B4_12908/1-63#subopt2,   3.70854,  0.887485,   1.59541, -0.601789,  0.769887,  0.704342,   1.60105,  0.502954,  0.970621, 0.0686092,  0.163018,  0.235858, -0.717944,-0.0191582,   0.72483,  0.206017, -0.904064,  0.288916,  0.351201
RF03161#URS0001A233B4_12908/1-63#subopt3,   3.02982,   1.25391,   1.27287,  0.857836,  0.710545,  0.653563,  0.751974,  0.455879, -0.135578,  -1.04358,  -0.96067,  0.686297,-0.0420181, -0.126628,  0.529769, -0.189974, -0.768729,  0.210673,-0.0468257
RF03161#URS0001A233B4_12908/1-63#subopt4,  3.05085,  1.24004,  1.34489,  0.70388, 0.597248,  1.24805,  1.12153, 0.902992, 0.137759,-0.142454,-0.614495, 0.147893,-0.187446,-0.137568, 0.694682, 0.121652,-0.640611, 0.300395,-0.150839
RF03161#CP018153.1/1620386-1620448#subopt0,   3.65222,   1.76819, -0.884946,  0.430016, -0.514978, -0.336065,  0.986177,  0.501095, 0.0857937,   0.37474,  0.733768,  0.659483, -0.206625,  0.879428,   1.10439,  0.426551, -0.170083,-0.0936242,   0.10266
RF03161#CP018153.1/1620386-1620448#subopt1,   3.52844,   2.00762,  0.627865,  -1.18965, -0.148057, -0.627099,    0.9107, 0.0306769,  0.605647,  0.757303,   0.58941,  0.502227,  0.154732,-0.0631572,  0.539269, 0.0253432, -0.357689, -0.427337,  0.367271
RF03161#CP018153.1/1620386-1620448#subopt2,    2.5492,    2.3588,  0.181544,  0.330753, -0.112543,  -0.46973, -0.197167, 0.0810199,  0.529796,  0.610282,-0.0123693,  0.785506,-0.0698146,   1.00948,  0.114456,-0.0992303, -0.614317, -0.332047, -0.448441
RF03161#CP018153.1/1620386-1620448#subopt3,    3.49671,    1.94155,  -0.691181,   0.784507,  -0.221412,  -0.690103,  -0.393039,-0.00792109,   0.669333,   0.729686,   0.357286,   0.494052,  -0.481514,    0.67016,   0.439148,  -0.162085,  -0.461604,  0.0956709,  0.0225869
RF03161#CP018153.1/1620386-1620448#subopt4,   3.58302,   1.78623, -0.878488,  0.686061, -0.230843, -0.496605,  0.159316, -0.348737,  0.363376,-0.0432956,  0.194603,   1.54965, -0.460151,   1.24327,  0.179237,-0.0642243, -0.454461,  0.341614,  0.146489
RF03161#URS0001A244B4_1121932/1-63#subopt0,  3.65221,  1.76819,-0.884945, 0.430016,-0.514978,-0.336065, 0.986177, 0.501095,0.0857933, 0.374739, 0.733769, 0.659483,-0.206625, 0.879428,  1.10439,  0.42655,-0.170084,-0.093624,  0.10266
RF03161#URS0001A244B4_1121932/1-63#subopt1,   3.52844,   2.00762,  0.627865,  -1.18965, -0.148057,   -0.6271,    0.9107, 0.0306768,  0.605647,  0.757303,   0.58941,  0.502227,  0.154732,-0.0631571,  0.539269, 0.0253433, -0.357689, -0.427338,  0.367271
RF03161#URS0001A244B4_1121932/1-63#subopt2,    2.5492,    2.3588,  0.181543,  0.330753, -0.112543,  -0.46973, -0.197167, 0.0810198,  0.529796,  0.610282,-0.0123694,  0.785506,-0.0698144,   1.00948,  0.114456,-0.0992303, -0.614316, -0.332047, -0.448441
RF03161#URS0001A244B4_1121932/1-63#subopt3,    3.49671,    1.94155,  -0.691182,   0.784507,  -0.221412,  -0.690103,  -0.393039,-0.00792095,   0.669333,   0.729686,   0.357286,   0.494052,  -0.481514,    0.67016,   0.439148,  -0.162085,  -0.461603,  0.0956709,  0.0225868
RF03161#URS0001A244B4_1121932/1-63#subopt4,   3.58302,   1.78623, -0.878488,  0.686061, -0.230843, -0.496605,  0.159316, -0.348737,  0.363376,-0.0432959,  0.194603,   1.54965, -0.460151,   1.24327,  0.179237,-0.0642245, -0.454461,  0.341614,  0.146489
RF03161#ARYN01000005.1/114590-114652#subopt0,   4.85352,   1.13497,  -2.05202,  0.929898,  -0.83332,   -1.0628,   1.42134,   0.33107, -0.213642,  0.354786,  0.442596, 0.0784222, -0.457037,  0.551293,   1.02392,   1.43515, -0.437129,   0.13056,-0.0626576
RF03161#ARYN01000005.1/114590-114652#subopt1,   3.65222,   1.76819, -0.884946,  0.430016, -0.514978, -0.336065,  0.986177,  0.501096, 0.0857937,   0.37474,  0.733769,  0.659483, -0.206625,  0.879428,   1.10439,  0.426551, -0.170084,-0.0936238,   0.10266
RF03161#ARYN01000005.1/114590-114652#subopt2,   5.05688,     1.154,  -1.02776, -0.506431,  -0.59659,  -1.42898,   1.45333, -0.227581,  0.324827,  0.670943,  0.314272, -0.166455, -0.172481, -0.329845,  0.451401,   1.12278, -0.524599,-0.0107542,  0.189484
RF03161#ARYN01000005.1/114590-114652#subopt3,   4.22988,   1.49117,   -1.4277,    1.0574, -0.445068,  -1.37363,  0.437033,-0.0909919,  0.182298,  0.474686, -0.214732, 0.0646448,  -0.21776,  0.727484,  0.103813,   1.05247, -0.813583,  0.118379, -0.618747
RF03161#ARYN01000005.1/114590-114652#subopt4,   4.21288,   1.50031,  -1.57326,   0.80734, -0.757394,  -0.47212,  0.397088,  -0.22255,  0.416663,  0.766685, -0.115284, 0.0808677,  -0.70031,  0.689174,-0.0377767,  0.934329, -0.704247, 0.0704184, -0.920838
RF01739#MRCG01000001.1/170915-170860#subopt0,   4.82945,   1.35282,  0.142346,  0.462759,-0.0534771, -0.708254,  0.636862, -0.577413, -0.297784,  -1.17671,  0.259297,  0.855027,  0.675619,-0.0359881, -0.247341, -0.265466, -0.316417,  0.564307, -0.263429
RF01739#MRCG01000001.1/170915-170860#subopt1,   3.6105,  1.01206,    1.994,  1.44964, 0.465817,  1.01333,-0.174652,-0.273254, -1.25073,-0.777094,-0.923619, 0.630401, 0.357861, 0.121507, 0.112552, 0.415751,-0.446134,-0.103719,-0.790584
RF01739#MRCG01000001.1/170915-170860#subopt2,  3.53573,  1.18475,  1.87274,  1.30051, 0.206739, 0.684085, 0.244699, 0.399549,-0.776146,-0.116228, -1.38596,-0.118329,0.0304549, 0.325231, 0.499904, 0.564351,-0.594536,0.0935524,-0.647179
RF01739#MRCG01000001.1/170915-170860#subopt3,  3.03407,  1.10999,  1.67755,   1.2155, 0.388434, 0.630515, 0.128369, 0.243021,-0.217126,-0.167449,-0.838721,0.0541077, 0.126749, 0.101913, 0.833317, 0.160822,-0.555191, 0.109762,-0.565168
RF01739#MRCG01000001.1/170915-170860#subopt4,   3.00692,  0.937828,   1.81254,   1.44507,  0.595325,  0.691833, -0.136955, -0.281721, -0.700903,-0.0541203, -0.437198, 0.0873053,  0.187822,  0.216534,  0.575125,  0.289889,  -0.64376, 0.0764504, -0.617308
RF01739#CM001633.1/4650219-4650298#subopt0,   4.64065,   0.93457,  -1.88083,   1.05922, -0.353583,-0.0887593,  -1.83058, -0.208604,  0.537494,  -0.21151,-0.0729764,  0.898144, -0.118083, -0.133071,  0.191824, -0.159532, -0.795591, -0.128139, -0.543243
RF01739#CM001633.1/4650219-4650298#subopt1,      5.045,   0.146156,   0.170946,    1.74404,   0.506342,    2.04627,0.000312599,  -0.360756,   0.420962,  -0.465223,   0.132739,   0.958992,  -0.459571,  -0.719855,  -0.604195,  -0.152745,  -0.492808,  -0.476415,    -0.5172
RF01739#CM001633.1/4650219-4650298#subopt2,   3.85614,  0.739354,     0.358,   1.30506,  0.372235,    1.4313,    0.8162,0.00718241,   1.54651,  0.390979,  0.303488, 0.0311073, -0.808474, -0.298472,   0.17248, -0.479734, -0.462714, 0.0180152, -0.350277
RF01739#CM001633.1/4650219-4650298#subopt3,   4.51275,  0.224351, -0.294248,   1.44417,  0.466244,    1.5459,  0.340261,-0.0348099,    1.5125, 0.0227153,  0.305709,  0.639895,  -0.65486, -0.807498,  0.150136, -0.521485,  -0.74933, -0.289889, -0.265369
RF01739#CM001633.1/4650219-4650298#subopt4,   4.51275,  0.224351, -0.294248,   1.44417,  0.466243,    1.5459,  0.340261,-0.0348099,    1.5125, 0.0227152,  0.305708,  0.639895,  -0.65486, -0.807497,  0.150136, -0.521485,  -0.74933, -0.289889, -0.265369
RF01739#ALVZ01000231.1/41142-41207#subopt0,   3.91171,  0.721096, 0.0155564,   1.27026, -0.191648,   1.06862,  0.955073,  -1.27816,   1.16509,-0.0551788, -0.524724,  0.335748, -0.185775, -0.752924,  0.240908,   -0.6949,  -0.41079,  0.387167, -0.593882
RF01739#ALVZ01000231.1/41142-41207#subopt1,   4.46873,  0.837024,  0.425892,   1.69734,-0.0770218,  0.467951,  0.919173, -0.880434,   0.22761, -0.401826,  -1.34066, -0.115164,  0.458708, -0.474585,-0.0802226, -0.242378, -0.436497,  0.588539, -0.551464
RF01739#ALVZ01000231.1/41142-41207#subopt2,  3.91876, 0.771525, 0.127775,   1.5759, 0.236073, 0.330554, 0.868729, -1.15324, 0.904387, -0.46367,-0.707166,  0.10171, 0.508578, -0.73914, 0.294886,-0.725399,-0.472083, 0.632001,-0.413038
RF01739#ALVZ01000231.1/41142-41207#subopt3,   3.89516,  0.568641,  0.249843,   1.80879,  0.396833,  0.365189,   0.57831,  -1.63659,  0.421807, -0.236558, -0.288788,  0.155792,  0.487742, -0.634962,-0.0345032, -0.552327, -0.509472,  0.607162, -0.451808
RF01739#ALVZ01000231.1/41142-41207#subopt4,  4.49401, 0.362427,-0.755919,  1.66352, 0.282612,-0.134472, 0.550041,-0.963182,  1.07833,-0.544865,-0.308731,-0.138591,0.0617579,-0.498351,  0.31282,-0.870396,-0.104564, 0.550875,-0.633289
RF01739#JTHE01000274.1/3501797-3501863#subopt0,   5.02496,   1.01218,  -1.79925,   1.06934,  -0.63102,  0.920917,  -1.20715, -0.647577, 0.0821121,  0.386247,   1.17663,   0.61422,0.00292231, -0.444796,-0.0511391,  0.623765,-0.0612358, -0.276692,  -0.51817
RF01739#JTHE01000274.1/3501797-3501863#subopt1,   5.41208,  0.546002,  -2.13301,   1.01811, -0.583489,  0.895011,  -1.24058,   0.46733, -0.168547,-0.0274578,  0.430212,  0.629932, -0.538477,-0.0945081,  0.569515,   1.12387,-0.0756576, -0.384725, -0.873876
RF01739#JTHE01000274.1/3501797-3501863#subopt2,   5.45278,  0.496415,  -2.32775,  0.983669, -0.766319,  0.921077, -0.802067,  0.102625, -0.116803, 0.0994618, 0.0456412,  0.729593, -0.589742,0.00787085,  0.430444,    1.0413, -0.244711, -0.112678, -0.677238
RF01739#JTHE01000274.1/3501797-3501863#subopt3,   4.94095,   1.32084,  -1.75437,  0.692436, -0.467532,  0.372288, -0.594404,   1.00907,  0.338389, -0.151148,   1.05354,  0.344457,   0.42084, -0.960428,  0.594168,   0.20992,-0.0241883, -0.394549,  -0.26055
RF01739#JTHE01000274.1/3501797-3501863#subopt4,   4.93849,    1.1761,  -1.55058,  0.782574, -0.548114,   1.04621,  -1.65878,  0.707233,  0.216527,-0.0131438,  0.821984,  0.896176, -0.312107,-0.0480759,  0.348513,  0.631235,  0.197427, -0.575038, -0.594202
RF03158#MKKD01000014.1/69493-69538#subopt0,  3.28286, 0.028759,-0.107934, -0.35735,   1.7509, -1.12066, 0.167744, 0.794639,-0.149881,-0.226934, 0.764336, -0.32006, -0.33803,-0.277331,-0.114812, 0.119576,-0.855479, 0.126006,0.0269892
RF03158#MKKD01000014.1/69493-69538#subopt1,   3.74635, -0.227512,-0.0295347,  -1.34509,     1.685,   -1.5404,   1.05681, -0.019549, -0.628191,-0.0751793, -0.405317, -0.727662, -0.268777,   0.29773,-0.0892311,   0.35481,  -1.13309,  0.109724, -0.109516
RF03158#MKKD01000014.1/69493-69538#subopt2,   3.87259, -0.199944,-0.0351538,  -1.34452,   1.73076,   -1.1648,   1.00866, -0.418891, -0.785929, -0.505002,  -0.12508, -0.267506,  0.247248,  0.195488, -0.105973, -0.718456,  -0.51269,0.00442856, 0.0121222
RF03158#URS0001A237F1_12908/1-46#subopt0,  3.28286, 0.028759,-0.107934, -0.35735,   1.7509, -1.12066, 0.167744, 0.794639,-0.149881,-0.226934, 0.764336, -0.32006, -0.33803,-0.277331,-0.114812, 0.119577,-0.855479, 0.126007,0.0269894
RF03158#URS0001A237F1_12908/1-46#subopt1,   3.74635, -0.227513,-0.0295345,  -1.34509,     1.685,   -1.5404,   1.05681,-0.0195489, -0.628191, -0.075179, -0.405317, -0.727662, -0.268777,   0.29773,-0.0892312,   0.35481,  -1.13309,  0.109723, -0.109516
RF03158#URS0001A237F1_12908/1-46#subopt2,   3.87259, -0.199945,-0.0351538,  -1.34452,   1.73076,   -1.1648,   1.00866, -0.418891, -0.785929, -0.505003,  -0.12508, -0.267506,  0.247248,  0.195489, -0.105972, -0.718456,  -0.51269,0.00442822, 0.0121224
RF03158#URS0001A23BF5_1206744/1-46#subopt0,  3.28286, 0.028759,-0.107934, -0.35735,   1.7509, -1.12066, 0.167744, 0.794639,-0.149881,-0.226934, 0.764336, -0.32006, -0.33803,-0.277331,-0.114813, 0.119577,-0.855479, 0.126007,0.0269894
RF03158#URS0001A23BF5_1206744/1-46#subopt1,   3.74635, -0.227512,-0.0295346,  -1.34509,     1.685,   -1.5404,   1.05681, -0.019549, -0.628191,-0.0751791, -0.405317, -0.727662, -0.268777,   0.29773,-0.0892312,   0.35481,  -1.13309,  0.109723, -0.109516
RF03158#URS0001A23BF5_1206744/1-46#subopt2,   3.87259, -0.199944,-0.0351538,  -1.34452,   1.73076,   -1.1648,   1.00866, -0.418891, -0.785928, -0.505002,  -0.12508, -0.267506,  0.247248,  0.195489, -0.105972, -0.718456,  -0.51269,0.00442814, 0.0121224
RF03158#MKKY01000090.1/22688-22643#subopt0,  3.28286,0.0287591,-0.107934, -0.35735,   1.7509, -1.12066, 0.167744, 0.794639,-0.149881,-0.226934, 0.764336, -0.32006, -0.33803,-0.277331,-0.114812, 0.119576,-0.855479, 0.126007,0.0269896
RF03158#MKKY01000090.1/22688-22643#subopt1,   3.74635, -0.227513,-0.0295345,  -1.34509,     1.685,   -1.5404,    1.0568,-0.0195489, -0.628191,-0.0751791, -0.405317, -0.727662, -0.268777,   0.29773,-0.0892309,   0.35481,  -1.13309,  0.109724, -0.109516
RF03158#MKKY01000090.1/22688-22643#subopt2,   3.87259, -0.199944,-0.0351539,  -1.34452,   1.73076,   -1.1648,   1.00866, -0.418891, -0.785929, -0.505003,  -0.12508, -0.267506,  0.247248,  0.195488, -0.105972, -0.718456,  -0.51269,0.00442847, 0.0121222
RF03156#URS0001A2333F_12908/1-30#subopt0,   1.38092,  0.887323,  0.118232,  0.287679,  0.895396, -0.244706,  0.173951,  0.348481, -0.159533,  0.110093, -0.364195,  0.329314, -0.759752, -0.353942, -0.244396,  0.159592,-0.0818807,  0.219185,  0.138959
RF03156#URS0001A24418_12908/1-33#subopt0,   1.35507,    1.0177,-0.0200206,  0.290567,  0.570491, -0.145123,  0.309262, -0.209057,-0.0364812,  0.563323, -0.495622, 0.0652188,-0.0294574, -0.740725,  0.218321, -0.126068,  0.500378,-0.0276957,   0.02619
RF03156#URS0001A24A61_12908/1-30#subopt0,   1.38092,  0.887323,  0.118232,  0.287679,  0.895395, -0.244705,  0.173951,  0.348481, -0.159533,  0.110093, -0.364196,  0.329314, -0.759752, -0.353942, -0.244396,  0.159592,-0.0818806,  0.219185,  0.138959
RF03156#URS0001A24750_12908/1-31#subopt0,   1.40062,  0.934114,  0.111306,  0.273583,   0.52338, -0.309592,-0.0575568,-0.0753351,-0.0339544,   0.31027, -0.513626,-0.0103558, -0.394806,  -1.02658, -0.116127,-0.0242923, 0.0470128,  0.153633,-0.0504734
RF03106#URS0000D69489_12908/1-147#subopt0,    7.5881,  0.333679,  -1.16106,    2.2904,  -1.11847,   1.49812, -0.869974,-0.0559132, -0.285034,  0.306139,   1.47313,  0.179917,  0.419841, -0.795894, -0.512942,-0.0717661,   1.38768,  -1.39344,  0.599446
RF03106#URS0000D69489_12908/1-147#subopt1,  8.34481,-0.235172, -1.03241,  0.82245, -1.01424,  1.30138,-0.789744,-0.669842,-0.467962, 0.197067,  1.06492, 0.153129, 0.590842,-0.446101,-0.687813,-0.247937,  1.27623, -1.43173, 0.946527
RF03106#URS0000D69489_12908/1-147#subopt2,    8.28494,   0.281619,  -0.574201,   -0.36463,  -0.688054,    1.18887,   -1.09796,   -1.35309,   0.128374, -0.0231924,  -0.402809,  -0.025521,-0.00127239,    0.58913,   -1.17724,  -0.241458,    1.15597,  -0.790988,   0.565645
RF03106#URS0000D69489_12908/1-147#subopt3,  8.20864, 0.431746, 0.182851,-0.890364,-0.701433, 0.991563, -1.44972, -1.45953, 0.479655,-0.342043, 0.142874, 0.772448, 0.357086,-0.297209, -1.25766,-0.589626,  1.43851,-0.392241, 0.608019
RF03106#URS0000D69489_12908/1-147#subopt4,  8.73074,0.0455648,  0.58224,-0.767831,-0.815028,  1.61614,-0.528493, -1.33845,-0.667853,-0.126452,  0.65659, 0.335722, 0.843246,  0.11055, -1.13008, 0.262459,  1.77936,-0.606447,  0.70387
RF03106#URS0000D673CA_12908/1-145#subopt0,    7.63997,  -0.705067,   -1.58883,    1.00497,  -0.324617,   0.016637,  -0.547873,  -0.947603,    0.11249,  -0.292259,-0.00430592,   0.442311,  -0.745938,   0.881475,   0.382624,    1.15014,   0.946982,   0.922507,   0.630684
RF03106#URS0000D673CA_12908/1-145#subopt1,   8.17439,  -1.04326,  -1.47654, 0.0016875, -0.315056, -0.252078, -0.438319,  -1.44956,  0.177467,0.00165954, -0.297468, -0.276311, -0.469415,  0.766416,  0.308182,  0.848373,  0.800916,  0.777257,  0.713659
RF03106#URS0000D673CA_12908/1-145#subopt2,   6.95422,  0.398059,  -1.19349,  0.743259, 0.0371588,   0.08336, -0.398122, -0.191553,   1.45578, -0.315296,   0.27551,  0.772745, -0.422645,    1.3332,-0.0493244,    1.3706,  0.897558,   1.25893,  0.584639
RF03106#URS0000D673CA_12908/1-145#subopt3,  7.01832, 0.184517,-0.965235, 0.874281,-0.381782,0.0210951,-0.634567,-0.499642, 0.428268,-0.123427, 0.562782, 0.313209,-0.627033,  1.03737, 0.121251, 0.985861,   1.3421,  1.01344, 0.572003
RF03106#URS0000D673CA_12908/1-145#subopt4,    7.411,-0.249994, -1.35035, 0.960541,-0.687085,-0.245101,-0.449276, -0.66118, 0.156168,0.0236975, 0.388882,0.0800173,-0.818276,  1.02462, 0.314079,  1.33341,  1.24784, 0.891747, 0.385809
RF03106#URS0000D6A2A3_12908/1-133#subopt0,  7.64625, -1.11417,  1.02087, 0.302675,  1.04181, 0.322356,0.0663568, -1.20802,-0.269852,-0.516089,-0.338564, 0.305228,   -0.508,  1.04378, -1.54189,0.0215971,  1.31181, 0.133948, 0.409626
RF03106#URS0000D6A2A3_12908/1-133#subopt1,    8.04672,   -1.30015,   0.999501,  -0.586278,    1.41515,   0.295509,   0.914906,  -0.563121,0.000909966,   -0.45982,    0.33359,  0.0477557,  -0.312214,    1.03825,   -1.42594,   0.897491,     1.3011,  0.0542869,   0.364885
RF03106#URS0000D6A2A3_12908/1-133#subopt2,   7.74651,  -1.15502,   1.02258,  0.193512,   1.07645,  0.426376,  0.534932, -0.610828, -0.345354, -0.319599,-0.0303319, 0.0144187, -0.280526,  0.889629,  -1.34399,  0.311604,   1.28689,  0.121775,  0.536231
RF03106#URS0000D6A2A3_12908/1-133#subopt3,  7.46915,-0.776203,  1.61411, -0.28543, 0.623303, 0.331275, 0.861297,-0.998228,-0.536873,-0.147413,-0.240491, 0.249026,-0.246118, 0.606187, -1.57778, 0.613021,  1.34308, 0.539381, 0.143775
RF03106#URS0000D6A2A3_12908/1-133#subopt4,  7.67608,-0.738689,  1.51982,-0.921362, 0.641861, 0.522487,  1.10916, -1.68961, 0.411261,-0.163308, 0.122592, 0.515729,-0.464219, 0.455898,  -1.2892, 0.989513,  1.63057, 0.704872,-0.285292
RF03157#URS0001A23AA2_1121878/1-50#subopt0,  4.37167,  1.65426,-0.307913,-0.496501, 0.159696, -1.43552,-0.131843, -1.12896,-0.625362,   1.2292,-0.226731, -1.44708, 0.689123,   0.2478, -0.69109,-0.159319,-0.275404,0.0409601, 0.241379
RF03157#URS0001A23AA2_1121878/1-50#subopt1,   4.92773,    1.3929, 0.0517167,  -1.18303,-0.0377233,  -1.47858, -0.310897,  -1.03152,  -1.17468,    1.4309, -0.383232,  -1.29249,  0.777779,  0.261325, -0.752898,   0.06461, 0.0383267,  0.510275,  0.122408
