 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11
RF02925#URS0000D6C076_12908/1-53#subopt1,  2.48262,  2.31118, 0.259778,-0.588421, 0.544842, 0.145913, 0.446287,-0.723938, 0.367343, 0.542668, 0.791621
RF02925#URS0000D6C076_12908/1-53#subopt2,   2.50783,   2.43583,  0.420372, -0.390677,  0.451317,-0.0103856,  0.421343, -0.198671, -0.527085,   0.69887, 0.0195703
RF02925#URS0000D68336_12908/1-53#subopt0,  3.42032,  1.33414,  1.34835,-0.723281, 0.963652,-0.674904,-0.212525,-0.678703, 0.531743,0.0682952,  1.23836
RF02925#URS0000D68336_12908/1-53#subopt1,  3.51396,  1.51439,  1.64318,-0.631201, 0.947196, 0.049308,-0.638596,-0.426618, 0.927415, 0.110696, 0.311476
RF02925#URS0000D68336_12908/1-53#subopt2,  2.51246,  2.30769, 0.361127,-0.306074, 0.160142,-0.375452,   0.1344,-0.270688, 0.743513, 0.287205,  1.17527
RF02925#URS0000D67A9E_12908/1-52#subopt0,  4.11231,  2.03131,-0.630439, 0.708087,  1.25699, 0.312302,-0.771779,-0.132675, 0.794469,-0.760222, 0.262675
RF02925#URS0000D67A9E_12908/1-52#subopt1,  3.36875,  2.25835,-0.165719, -0.52497,  1.24077, 0.226808,-0.449124,0.0774638, 0.883238,-0.881156, 0.287553
RF02925#URS0000D67A9E_12908/1-52#subopt2,   3.56375,   1.63181,   1.15209, -0.477926,  0.871136,-0.0391892,  0.323928,-0.0102004,   1.39344,  0.407356,   0.50615
RF02925#URS0000D66728_12908/1-52#subopt0,   3.56375,   1.63181,   1.15209, -0.477926,  0.871136,-0.0391892,  0.323928,-0.0102004,   1.39344,  0.407356,   0.50615
RF02925#URS0000D66728_12908/1-52#subopt1,  3.50961,  1.68835,    1.093,-0.466668, 0.952789, 0.149372, 0.145902, 0.378338,  1.21342, 0.782039,  1.05654
RF02925#URS0000D66728_12908/1-52#subopt2,     3.5511,    1.59282,    1.17462,  -0.527876,   0.826543,-0.00672821,   0.250388, -0.0681422,    1.19376,   0.311644,   0.512831
RF01701#ALVZ01000161.1/23593-23517#subopt0,    3.8154,   1.80591, -0.104663,   1.93311, -0.163378,  0.220355, -0.495448,  -0.59309,  0.701281,  0.150252,-0.0569403
RF01701#ALVZ01000161.1/23593-23517#subopt1,  3.20469,  1.93029,0.0259107,  1.15968,-0.157357, 0.324138,-0.370679,-0.139252, 0.432841, 0.330553, 0.512618
RF01701#ALVZ01000161.1/23593-23517#subopt2,  3.12469,  1.97625, 0.254169,  1.24335, 0.432011, 0.840099,-0.625834,-0.207279, 0.113623, 0.565968,  0.30235
RF01701#BBWW01000001.1/2678460-2678388#subopt0,   4.21791,   1.01818,   1.99976, -0.735909,  -0.52293, -0.147786,-0.0515547,  0.324926,   1.07793,  0.215995,0.00653311
RF01701#BBWW01000001.1/2678460-2678388#subopt1,  4.16244,  1.13329,  2.01127,-0.692192,-0.390729, 0.229995, -0.40139, 0.894745, 0.900763, 0.807922,  0.54483
RF01701#BBWW01000001.1/2678460-2678388#subopt2,  4.13391,  1.29586, 0.711896,   0.9041,-0.414975, 0.359727,-0.469187, 0.813649,  1.13014, 0.849878, 0.428131
RF01701#LATL02000310.1/27365-27432#subopt0,   4.04049,   1.26396,    1.0065,   1.26776,  0.506753,  0.731952, -0.803067,  -0.29896,-0.0401667,  0.689122,  0.691811
RF01701#LATL02000310.1/27365-27432#subopt1,   4.03564,   1.29918,   1.05258,   1.26716,   0.44066,  0.764006, -0.864497, -0.288058,-0.0401553,  0.687111,  0.662531
RF01701#LATL02000310.1/27365-27432#subopt2,   4.08448,   1.23531,    1.0436,   1.15728,  0.237366,  0.667031, -0.749957, -0.770528,  0.205819, 0.0467202,-0.0195051
RF01701#CP003548.1/6307229-6307304#subopt0,   3.18862,   2.12281,-0.0979354,  0.903331, -0.512516, 0.0348225,  0.190485, -0.690211,0.00740232,-0.0197568,  0.752608
RF01701#CP003548.1/6307229-6307304#subopt1,   4.11206,   1.43711,  0.851946,  0.513028, -0.752843, -0.874792, 0.0168752, -0.760608, 0.0799666,-0.0710125,  0.833028
RF01701#CP003548.1/6307229-6307304#subopt2,  3.12112,  2.05732,0.0173895,  1.09953, 0.355545, 0.560554,-0.256529,-0.515715, 0.374114, 0.210923, 0.451681
RF01701#MQTZ01000065.1/19530-19601#subopt0,  3.31616,  2.00862, 0.297177,  1.18939, 0.476855, 0.130046,-0.448263,-0.976126, 0.270641, 0.683773,-0.148543
RF01701#MQTZ01000065.1/19530-19601#subopt1,    3.25412,       1.97,-0.00847517,    1.23544,  -0.251609,-0.00483766,  -0.345443,   -0.38142,   0.294439,    0.44481,   0.398608
RF01701#MQTZ01000065.1/19530-19601#subopt2,   3.36275,   1.98129,-0.0445133,   1.14457, -0.378519,  0.100677,-0.0669529, -0.354166, 0.0670158,  0.609013,  0.466981
RF03074#URS0000D6B40F_12908/1-93#subopt0,  5.38937, 0.755747, 0.482135, -0.42177,0.0330137,-0.030002,  1.67887, -1.43392,-0.712677, 0.540945,-0.806829
RF03074#URS0000D6B40F_12908/1-93#subopt1,  6.03749, 0.208893,  1.17305,-0.454783,   0.1745, -0.26144,  1.82776, -1.54838,-0.189138,-0.170824,  -1.4401
RF03074#URS0000D6B40F_12908/1-93#subopt2,   6.08243, 0.0118201,   1.40215,-0.0688837,  0.610844, -0.815611,   1.03639,  -1.37671, -0.145027,   0.32755, -0.457065
RF03074#AQQW01000002.1/8611-8703#subopt0,  5.38937, 0.755747, 0.482135, -0.42177,0.0330137,-0.030002,  1.67887, -1.43392,-0.712677, 0.540945,-0.806829
RF03074#AQQW01000002.1/8611-8703#subopt1,  6.03749, 0.208893,  1.17305,-0.454783,   0.1745, -0.26144,  1.82776, -1.54838,-0.189138,-0.170824,  -1.4401
RF03074#AQQW01000002.1/8611-8703#subopt2,   6.08243, 0.0118201,   1.40215,-0.0688837,  0.610844, -0.815611,   1.03639,  -1.37671, -0.145027,   0.32755, -0.457065
RF03074#URS0000D6C566_391595/1-93#subopt0,  6.03364, 0.102588,  1.60407,0.0781955,  1.03396,-0.640218, 0.421344,-0.591033,-0.690777,  1.23898, -0.76678
RF03074#URS0000D6C566_391595/1-93#subopt1,  5.49911,  1.07599, 0.477047,-0.286231,-0.253309, -0.63281,  1.35115,-0.646936,  -1.1728, 0.967365,-0.204949
RF03074#URS0000D6C566_391595/1-93#subopt2,  5.42047,  1.46351,-0.364509,  1.16842, -0.31188,-0.685862,  1.41006,-0.820588,-0.347522,  1.23664, -1.13747
RF03074#URS0000D67138_1123237/1-93#subopt0,  5.46675, 0.886182, 0.869605,  0.20933, -0.23872,-0.589916,  1.38476,-0.358467,-0.370351, 0.427714, -0.68648
RF03074#URS0000D67138_1123237/1-93#subopt1,   5.95402,  0.736895,  0.545965,  0.855058,-0.0216654, -0.437909,   1.56757, -0.635405, -0.462684,-0.0823826, -0.556477
RF03074#URS0000D67138_1123237/1-93#subopt2,   4.76868,   1.56429,-0.0300597,  0.243932, -0.310398, 0.0129552,    1.3158, -0.211621, -0.255156,    0.9417,  -1.50503
RF03074#KE557273.1/263597-263689#subopt0,  5.46675, 0.886182, 0.869605,  0.20933, -0.23872,-0.589916,  1.38476,-0.358467,-0.370351, 0.427714, -0.68648
RF03074#KE557273.1/263597-263689#subopt1,   5.95402,  0.736895,  0.545965,  0.855058,-0.0216654, -0.437909,   1.56757, -0.635405, -0.462684,-0.0823826, -0.556477
RF03074#KE557273.1/263597-263689#subopt2,   4.76868,   1.56429,-0.0300597,  0.243932, -0.310398, 0.0129552,    1.3158, -0.211621, -0.255156,    0.9417,  -1.50503
RF00169#FRCM01000001.1/631866-631768#subopt0,   6.03688,  -1.66603,  0.554449,   1.71452, -0.488405,   2.21997,-0.0462257, 0.0816433, -0.204975, 0.0489095,   0.62234
RF00169#FRCM01000001.1/631866-631768#subopt1,  6.50327, -2.16197,  1.68052,  2.20058,-0.442574, 0.813628,-0.885914,  -1.0939,-0.615201,-0.240071,0.0700927
RF00169#FRCM01000001.1/631866-631768#subopt2,  5.86911, -1.49856,  1.15008,  2.05253,-0.436667,  1.69046,-0.785305, 0.267815,-0.246503, -0.39272, 0.129728
RF00169#KI530762.1/1263899-1263995#subopt0,   6.14122,  -2.25283,   1.59969,  0.609278,  0.120582,   2.48497,  0.459559,-0.0427707, -0.272462, -0.104747,-0.0642922
RF00169#KI530762.1/1263899-1263995#subopt1,   6.52285,  -1.75622,  0.537136,  0.553199,  0.434837,   2.35056,  0.439231, -0.180164,-0.0436818, -0.537624, -0.457954
RF00169#KI530762.1/1263899-1263995#subopt2,    6.05986,   -2.14284,     1.3379,   0.654152,-0.00795452,    2.48791,   0.760867,  0.0622102,  -0.255357, -0.0205293, -0.0869693
RF00169#MGSR01000112.1/3254-3156#subopt0,  5.85033, -1.57829, 0.527345,  1.80519,-0.427731,  1.62282,-0.152521,  1.00557,-0.137222,0.0990087,  1.53064
RF00169#MGSR01000112.1/3254-3156#subopt1,   5.87665,   -1.7583,  0.520079,   1.69087, -0.540392,   1.66156,-0.0961679,  0.313311,  0.805681, -0.377375,   1.42735
RF00169#MGSR01000112.1/3254-3156#subopt2,  6.04509,  -2.1091, 0.796512,  1.23319, -1.04887,  2.26708, 0.528716,  0.45112, 0.300916,-0.228498, 0.682097
RF00169#AM942759.1/160112-160208#subopt0,  5.61095, -1.84785, 0.981189,  1.06763, -1.20072,  1.76001, 0.252922, 0.971812, 0.299274,-0.337526,  1.56776
RF00169#AM942759.1/160112-160208#subopt1,  5.69514, -1.83467, 0.924633, 0.703919,-0.983101,  2.03164,  0.75457, 0.177079, 0.370207,-0.372191, 0.573391
RF00169#AM942759.1/160112-160208#subopt2,  5.99498, -2.13728,  1.35307, 0.887483, -1.20586,  1.47739,  0.66224, 0.488738, 0.417787,-0.752803,    1.053
RF00169#FVZL01000012.1/70461-70557#subopt0,   4.82417,  -1.38198,   2.12152,  -1.26273, -0.252949,   1.79837,  0.451373,  0.721708, -0.506693,-0.0658119, -0.478817
RF00169#FVZL01000012.1/70461-70557#subopt1,   4.82417,  -1.38198,   2.12152,  -1.26273, -0.252949,   1.79837,  0.451373,  0.721708, -0.506693,-0.0658119, -0.478817
RF00169#FVZL01000012.1/70461-70557#subopt2,    4.96827,   -1.56883,   0.877909,   0.499455,  -0.220226,    2.44752,   0.219952,   -0.33912,   0.192073,  0.0622031,-0.00221952
RF03141#CP002453.1/701743-701712#subopt0,   2.70289,  0.255129,   0.22689,  -1.06878,  -2.24561,  0.118266,  0.549338,  0.193104,-0.0636956,  0.736245, 0.0856615
RF03141#CP002453.1/701743-701712#subopt1,  2.66939, 0.401124, 0.529731,-0.648112,   -1.999, -0.48467, 0.288208, 0.799817,-0.455009,  0.58766,-0.104318
RF03141#CP002453.1/701743-701712#subopt2,   3.35266, 0.0706438,  0.731657,  0.652908,   -1.0678,  0.459696,  -1.00601, -0.148222,  -1.04929,-0.0230797, -0.547813
RF03141#CP002534.1/2435971-2436002#subopt0,   2.70289,  0.255129,   0.22689,  -1.06878,  -2.24561,  0.118266,  0.549338,  0.193104,-0.0636956,  0.736245, 0.0856615
RF03141#CP002534.1/2435971-2436002#subopt1,  2.66939, 0.401124, 0.529731,-0.648112,   -1.999, -0.48467, 0.288208, 0.799817,-0.455009,  0.58766,-0.104318
RF03141#CP002534.1/2435971-2436002#subopt2,   3.35266, 0.0706438,  0.731657,  0.652908,   -1.0678,  0.459696,  -1.00601, -0.148222,  -1.04929,-0.0230797, -0.547813
RF03141#CP002999.1/713998-713967#subopt0,   2.70289,  0.255129,   0.22689,  -1.06878,  -2.24561,  0.118266,  0.549338,  0.193104,-0.0636956,  0.736245, 0.0856615
RF03141#CP002999.1/713998-713967#subopt1,  2.66939, 0.401124, 0.529731,-0.648112,   -1.999, -0.48467, 0.288208, 0.799817,-0.455009,  0.58766,-0.104318
RF03141#CP002999.1/713998-713967#subopt2,   3.35266, 0.0706438,  0.731657,  0.652908,   -1.0678,  0.459696,  -1.00601, -0.148222,  -1.04929,-0.0230797, -0.547813
RF03141#CP011071.1/769099-769068#subopt0,   2.70289,  0.255129,   0.22689,  -1.06878,  -2.24561,  0.118266,  0.549338,  0.193104,-0.0636956,  0.736245, 0.0856615
RF03141#CP011071.1/769099-769068#subopt1,  2.66939, 0.401124, 0.529731,-0.648112,   -1.999, -0.48467, 0.288208, 0.799817,-0.455009,  0.58766,-0.104318
RF03141#CP011071.1/769099-769068#subopt2,   3.35266, 0.0706438,  0.731657,  0.652908,   -1.0678,  0.459696,  -1.00601, -0.148222,  -1.04929,-0.0230797, -0.547813
RF03141#FP476056.1/2988024-2988055#subopt0,   2.70289,  0.255129,   0.22689,  -1.06878,  -2.24561,  0.118266,  0.549338,  0.193104,-0.0636956,  0.736245, 0.0856615
RF03141#FP476056.1/2988024-2988055#subopt1,  2.66939, 0.401124, 0.529731,-0.648112,   -1.999, -0.48467, 0.288208, 0.799817,-0.455009,  0.58766,-0.104318
RF03141#FP476056.1/2988024-2988055#subopt2,   3.35266, 0.0706438,  0.731657,  0.652908,   -1.0678,  0.459696,  -1.00601, -0.148222,  -1.04929,-0.0230797, -0.547813
RF03065#URS0000D6A397_12908/1-216#subopt0,  6.34055,  1.06365, -1.10903,0.0797794,  0.14033, 0.575337,  2.18727, 0.355203, -1.15813,  0.20811,-0.592318
RF03065#URS0000D6A397_12908/1-216#subopt1,   6.34306,  0.996255,  -1.23975,-0.0365415,  0.239908,  0.608315,   2.16814,  0.069853, -0.713624,  0.096664,-0.0281163
RF03065#URS0000D6A397_12908/1-216#subopt2,   6.8703,  0.52085, -1.02356,-0.301447, -0.10877, 0.398743,  2.27068, 0.346319,-0.430012, 0.704513, -0.42611
RF03065#URS0000D68D65_12908/1-207#subopt0,   7.37556,   0.40084,   -1.1472,  0.853672,-0.0609934, -0.073939,   2.56764,  0.893839,  -1.05206,   0.77695, -0.810544
RF03065#URS0000D68D65_12908/1-207#subopt1,  7.46953, 0.341866, -1.34091, 0.728976, 0.167277,-0.125199,  2.60306, 0.641145,-0.656936, 0.627977,-0.101939
RF03065#URS0000D68D65_12908/1-207#subopt2,   7.3352, 0.318575,    -1.31,  0.59194, 0.144797, 0.412344,  2.82114,  0.45912, -1.01324, 0.900101,-0.936768
RF03065#URS0000D66550_12908/1-216#subopt0,  9.29488, -2.80151,-0.748913,-0.629118, 0.681189,   1.3246,-0.706453, 0.203114, -1.04132,-0.132391, 0.996641
RF03065#URS0000D66550_12908/1-216#subopt1,  9.00881, -2.67994,-0.517598, -1.16688, 0.658114,  1.26213,-0.644294, 0.122905,  -1.0676,-0.140195,  1.06942
RF03065#URS0000D66550_12908/1-216#subopt2,   8.98895,  -3.24708, -0.076282,  0.117419,  0.285451,   1.71712,  -0.16658,-0.0469257, -0.843884,   0.14681,    1.0323
RF03065#URS0000D6768A_12908/1-217#subopt0,   8.09584, -0.563974,  0.218003,-0.0496791,  0.110004,  0.577844,   1.92692,    1.3097,  -0.36738, -0.214867,  -1.67158
RF03065#URS0000D6768A_12908/1-217#subopt1,   7.9412,-0.494124, 0.270123,-0.265239, 0.511015,  1.06728,  2.01456,   0.7845,-0.612781,0.0116829, -2.12893
RF03065#URS0000D6768A_12908/1-217#subopt2,  8.36605,-0.835696, 0.424913,-0.124422, 0.110378, 0.655008,  2.06475,  1.29373,-0.265918,-0.295419, -1.90279
RF03065#URS0000D6590A_12908/1-216#subopt0,  9.29488, -2.80151,-0.748913,-0.629118, 0.681189,   1.3246,-0.706453, 0.203114, -1.04132,-0.132391, 0.996641
RF03065#URS0000D6590A_12908/1-216#subopt1,  9.24495, -3.32908,-0.295066, 0.627643, 0.307296,   1.7755,-0.216814,0.0333449,-0.805365, 0.144884, 0.952604
RF03065#URS0000D6590A_12908/1-216#subopt2,   8.70745,  -3.02664, -0.240388,  0.400024,-0.0505936,   1.75146, -0.195435,  0.543767,  -1.23088, -0.433812,   1.15076
RF02975#URS0000D67C49_12908/1-48#subopt0,   4.20764,   2.43031, -0.735743,  0.540555, -0.929314, -0.686031,-0.0089348,   1.09153, -0.135203,  -1.38348, -0.508667
RF02975#URS0000D67C49_12908/1-48#subopt1,  4.17043,  2.16721, -1.11139, 0.298594,-0.795623,-0.379049, 0.174692, 0.531869, 0.755168, -1.17833,-0.435134
RF02975#URS0000D67C49_12908/1-48#subopt2,  3.54549,  2.43132,-0.257721, 0.918754, -1.14119, -0.77348, 0.212446, 0.892872,-0.220588,-0.287259, 0.263033
RF02975#URS0000D6C04C_12908/1-48#subopt0,   4.20764,   2.43031, -0.735743,  0.540555, -0.929314, -0.686031,-0.0089348,   1.09153, -0.135203,  -1.38348, -0.508667
RF02975#URS0000D6C04C_12908/1-48#subopt1,  4.17043,  2.16721, -1.11139, 0.298594,-0.795623,-0.379049, 0.174692, 0.531869, 0.755168, -1.17833,-0.435134
RF02975#URS0000D6C04C_12908/1-48#subopt2,  3.54549,  2.43132,-0.257721, 0.918754, -1.14119, -0.77348, 0.212446, 0.892872,-0.220588,-0.287259, 0.263033
RF02975#URS0000D6C04C_1235800/1-48#subopt0,   4.20764,   2.43031, -0.735743,  0.540555, -0.929314, -0.686031,-0.0089348,   1.09153, -0.135203,  -1.38348, -0.508667
RF02975#URS0000D6C04C_1235800/1-48#subopt1,  4.17043,  2.16721, -1.11139, 0.298594,-0.795623,-0.379049, 0.174692, 0.531869, 0.755168, -1.17833,-0.435134
RF02975#URS0000D6C04C_1235800/1-48#subopt2,  3.54549,  2.43132,-0.257721, 0.918754, -1.14119, -0.77348, 0.212446, 0.892872,-0.220588,-0.287259, 0.263033
RF02975#KE159821.1/197762-197715#subopt0,   4.20764,   2.43031, -0.735743,  0.540555, -0.929314, -0.686031,-0.0089348,   1.09153, -0.135203,  -1.38348, -0.508667
RF02975#KE159821.1/197762-197715#subopt1,  4.17043,  2.16721, -1.11139, 0.298594,-0.795623,-0.379049, 0.174692, 0.531869, 0.755168, -1.17833,-0.435134
RF02975#KE159821.1/197762-197715#subopt2,  3.54549,  2.43132,-0.257721, 0.918754, -1.14119, -0.77348, 0.212446, 0.892872,-0.220588,-0.287259, 0.263033
RF02975#KE159799.1/457233-457186#subopt0,   4.20764,   2.43031, -0.735743,  0.540555, -0.929314, -0.686031,-0.0089348,   1.09153, -0.135203,  -1.38348, -0.508667
RF02975#KE159799.1/457233-457186#subopt1,  4.17043,  2.16721, -1.11139, 0.298594,-0.795623,-0.379049, 0.174692, 0.531869, 0.755168, -1.17833,-0.435134
RF02975#KE159799.1/457233-457186#subopt2,  3.54549,  2.43132,-0.257721, 0.918754, -1.14119, -0.77348, 0.212446, 0.892872,-0.220588,-0.287259, 0.263033
RF02999#URS0000D67576_1163398/1-93#subopt0,   4.87818, 0.0656365, -0.485491,  -2.67958,  -1.67027,-0.0780641,-0.0191961, 0.0808669, -0.434682, -0.013314,  0.498645
RF02999#URS0000D67576_1163398/1-93#subopt1,   5.38358, -0.506016,-0.0433813,  -2.82272,  -1.44624, -0.465433, 0.0997326, -0.234098, -0.603727, -0.307904,  0.613598
RF02999#URS0000D67576_1163398/1-93#subopt2,  5.14173,-0.446973,-0.655247,-0.955599,  -1.7945, 0.364578, 0.468798,-0.679679, 0.262124,  0.98106, -1.17416
RF02999#URS0000D69975_1388763/1-93#subopt0,   4.49169, 0.0722046, -0.239233,   -2.3571,  -1.31164,-0.0216945, -0.103697,  0.291714, -0.390537,  0.574952,  0.481134
RF02999#URS0000D69975_1388763/1-93#subopt1,   4.4781, 0.195064, -1.56992,-0.834303, -1.75952, 0.712967,0.0780687,-0.559963, 0.115645, 0.789661,-0.828155
RF02999#URS0000D69975_1388763/1-93#subopt2,  3.69455, 0.556203, -1.10589, -2.21802, -1.59148, 0.519273,-0.146754,0.0965025,-0.146583, 0.347127, 0.663716
RF02999#URS0000D6C9F9_384676/1-93#subopt0,   4.49169, 0.0722046, -0.239233,   -2.3571,  -1.31164,-0.0216945, -0.103697,  0.291714, -0.390537,  0.574952,  0.481134
RF02999#URS0000D6C9F9_384676/1-93#subopt1,   4.4781, 0.195064, -1.56992,-0.834303, -1.75952, 0.712967,0.0780687,-0.559963, 0.115645, 0.789661,-0.828155
RF02999#URS0000D6C9F9_384676/1-93#subopt2,  3.69455, 0.556203, -1.10589, -2.21802, -1.59148, 0.519273,-0.146754,0.0965025,-0.146583, 0.347127, 0.663716
RF02999#CT573326.1/87696-87788#subopt0,   4.49169, 0.0722046, -0.239233,   -2.3571,  -1.31164,-0.0216945, -0.103697,  0.291714, -0.390537,  0.574952,  0.481134
RF02999#CT573326.1/87696-87788#subopt1,   4.4781, 0.195064, -1.56992,-0.834303, -1.75952, 0.712967,0.0780687,-0.559963, 0.115645, 0.789661,-0.828155
RF02999#CT573326.1/87696-87788#subopt2,  3.69455, 0.556203, -1.10589, -2.21802, -1.59148, 0.519273,-0.146754,0.0965025,-0.146583, 0.347127, 0.663716
RF02999#JYOC01000016.1/258687-258779#subopt0,   4.87818, 0.0656365, -0.485491,  -2.67958,  -1.67027,-0.0780641,-0.0191961, 0.0808669, -0.434682, -0.013314,  0.498645
RF02999#JYOC01000016.1/258687-258779#subopt1,   5.38358, -0.506016,-0.0433813,  -2.82272,  -1.44624, -0.465433, 0.0997326, -0.234098, -0.603727, -0.307904,  0.613598
RF02999#JYOC01000016.1/258687-258779#subopt2,   4.45414,-0.0768535,  -0.38872,   -2.5167,  -1.58177,  0.226475,   0.21657,-0.0451643,-0.0741967,  0.512359,  0.337218
