 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13,snm_14,snm_15,snm_16,snm_17,snm_18
RF01695#CP003880.1/163031-162945#subopt0,    2.85046,   -1.24654,    1.50744,   -1.49815,   0.507378,   0.564431,  -0.446321,  -0.119044,  0.0156236,   0.569851,  -0.499507,  0.0718879,  -0.276954,   0.399848,  -0.458709,-0.00203979,   -0.48222,  -0.267459
RF01695#CP003880.1/163031-162945#subopt1,   4.38625,-0.0157194,-0.0249778,  0.126457, -0.330162,   0.92519,  -0.96293, -0.766411,  0.675285,  0.295298, -0.752288,  0.959164,  0.329136,  0.290619, -0.503529,  0.260719, -0.277598,-0.0330454
RF01695#CP003880.1/163031-162945#subopt2,   4.37709, -0.104184,  0.147157,-0.0268227,  0.430379,  0.125477,-0.0250628, -0.791922,  0.906681,  0.422595,  -1.66054,  0.570956, -0.319317,  0.126147,  -0.39843,  0.281595, -0.488409, 0.0677311
RF01695#CP003880.1/163031-162945#subopt3,   2.55734,  -1.28898,   0.66041, -0.885883,  0.691595,-0.0890936, -0.439731, -0.671686,  0.319911,  0.088091, -0.081745, 0.0623329, -0.427269,   0.72156,  0.067712, -0.164279, -0.491497, -0.276638
RF01695#AP013068.1/3464935-3465025#subopt0,   3.57221, -0.599592, -0.135802,  -1.18856,  0.526612,  0.122166, -0.229658, -0.392568,  0.747081,  0.357056,  -1.16396,  0.468204, -0.304696,-0.0285959, -0.702006, 0.0541078, -0.236004, -0.150748
RF01695#AP013068.1/3464935-3465025#subopt1,   4.29286,-0.0672203, -0.767235,  -1.41434,  0.335722,  0.192005, -0.137865, -0.315558,  0.809002,  0.581348,  -2.15625,  0.483122, -0.570545,-0.0653436,  -1.00618,-0.0909888, 0.0681866, -0.250281
RF01695#AP013068.1/3464935-3465025#subopt2,  3.78519,-0.445595, 0.153575, -1.45499, 0.661617,-0.219775,-0.879794, 0.393459, 0.733578, 0.526159,  -1.0435, -0.21338, -0.49067,-0.409728,-0.263381,-0.433607,-0.214085, 0.122775
RF01695#AP013068.1/3464935-3465025#subopt3,   4.47813, 0.0876715, -0.534449,  -1.69533,  0.487821, -0.784791,  -1.04902, -0.137861,  0.473986,  0.634346,  -1.03804, -0.613218, -0.399363,  0.134107, -0.476461, -0.552126,-0.0130441, -0.391276
RF03161#URS0001A233B4_12908/1-63#subopt0,  2.97551, -1.25116,  1.02124,-0.929897,  0.50673,0.0949937, -1.54032, 0.785709,-0.334784,-0.053982, 0.115552, 0.463699, 0.181508, 0.634946, -0.10987,-0.749257, -1.10525,0.0135723
RF03161#URS0001A233B4_12908/1-63#subopt1,   2.95236,  -1.29871,  0.969374, -0.948548,  0.761679,  0.193013,  -1.75241,  0.976179, -0.431134, -0.308122,  0.155541,  0.216448,   0.22135,  0.281945,0.00129062, -0.420946,  -1.13005, -0.415446
RF03161#URS0001A233B4_12908/1-63#subopt2,  3.71593,-0.995663,   1.4516, 0.510665, 0.649608, 0.219412, -1.78386, 0.801848,-0.188132,-0.731288, 0.349942, 0.524952, 0.464514,  0.41932,-0.229309,-0.501576,-0.878112,-0.302948
RF03161#URS0001A233B4_12908/1-63#subopt3,    3.03648,   -1.35496,     1.0368,   -1.04672,   0.656733,   0.180476,   -1.00558,   0.875911,  -0.330295,  0.0753136,   -1.28481,  0.0748318,  -0.234396,-0.00508058, 0.00736226,  -0.582702,  -0.804062,  -0.402627
RF03161#CP018153.1/1620386-1620448#subopt0,   3.65495,  -1.64362,  -1.18583, -0.252261,-0.0977883, -0.726606, -0.627114,  0.559258,  0.184069,-0.0655267,  0.882377,  0.886532, -0.284166, -0.163946,     -1.04, -0.091699, -0.849833,  0.374759
RF03161#CP018153.1/1620386-1620448#subopt1,   3.54401,  -2.08273,   0.33667,   1.28246,0.00157627, -0.607279, -0.708613, -0.123376, -0.139103, -0.513048,  0.993515,  0.490337, -0.602951,-0.0901773, -0.228667, -0.349518, -0.258152, -0.485659
RF03161#CP018153.1/1620386-1620448#subopt2,   2.55837,  -2.38206, -0.140542, -0.308049, 0.0630294, -0.269854,  0.234155,-0.0984637, -0.668617, -0.581093,  0.490568,  0.411863, -0.283217, -0.520285, -0.344494,  0.423114,  -1.01561, -0.368189
RF03161#CP018153.1/1620386-1620448#subopt3,  3.49641, -1.84466, -0.92509,-0.692232,0.0313836, -0.46192, 0.596842,-0.287106,-0.377458,-0.700714,  0.83559, 0.527638,0.0608994,-0.323842,-0.409645,0.0713342,-0.745698,-0.399812
RF03161#URS0001A244B4_1121932/1-63#subopt0,   3.65494,  -1.64362,  -1.18583, -0.252261,-0.0977883, -0.726606, -0.627114,  0.559258,   0.18407, -0.065527,  0.882377,  0.886532, -0.284166, -0.163946,     -1.04,-0.0916989, -0.849833,  0.374759
RF03161#URS0001A244B4_1121932/1-63#subopt1,   3.54401,  -2.08273,  0.336671,   1.28247,0.00157642, -0.607279, -0.708613, -0.123376, -0.139103, -0.513048,  0.993515,  0.490337, -0.602951,-0.0901774, -0.228667, -0.349518, -0.258152, -0.485659
RF03161#URS0001A244B4_1121932/1-63#subopt2,   2.55837,  -2.38206, -0.140542, -0.308049, 0.0630293, -0.269854,  0.234155,-0.0984637, -0.668617, -0.581093,  0.490568,  0.411863, -0.283217, -0.520285, -0.344494,  0.423114,  -1.01561, -0.368189
RF03161#URS0001A244B4_1121932/1-63#subopt3,  3.49641, -1.84466,-0.925089,-0.692232,0.0313838,-0.461919, 0.596841,-0.287106,-0.377458,-0.700714,  0.83559, 0.527638,0.0608992,-0.323842,-0.409645,0.0713339,-0.745699,-0.399812
RF03161#ARYN01000005.1/114590-114652#subopt0,  4.84949,-0.849322, -2.34614,-0.570576,0.0356035, -1.65515,-0.652246, 0.383449, 0.197373, 0.268876, 0.748398, 0.608138, 0.243639, 0.641617,  -1.5881,0.0225937,-0.526003, 0.105559
RF03161#ARYN01000005.1/114590-114652#subopt1,   3.65494,  -1.64362,  -1.18583, -0.252261,-0.0977884, -0.726606, -0.627115,  0.559258,  0.184069,-0.0655269,  0.882378,  0.886532, -0.284166, -0.163945,     -1.04,-0.0916987, -0.849833,  0.374759
RF03161#ARYN01000005.1/114590-114652#subopt2,   5.06296, -0.997685,  -1.29174,  0.812867, 0.0935778,  -1.68721, -0.766372, -0.328666,-0.0384733, -0.201121,  0.835516,  0.180384,  0.044949,  0.745148,  -0.90045, -0.147766,  0.130489,  -0.64039
RF03161#ARYN01000005.1/114590-114652#subopt3,   4.23032,  -1.29351,  -1.72306, -0.781135,   0.31263,  -1.43178,  0.156602, -0.213141,  -0.46719, -0.200455,  0.378101,0.00144014,  0.215392,  0.372976,  -1.07943,  0.604065, -0.642089, -0.507496
RF03161#CP016359.1/2478922-2478860#subopt0,    2.88287,   -1.36043,    1.09885,   -1.08146,     1.3808,   -0.41391,   -1.25947,   0.974475,  -0.421001,  -0.138162, -0.0803515,-0.00788303,  -0.244113,   0.254506, -0.0326782,  -0.447988,   -1.12963,  -0.352768
RF03161#CP016359.1/2478922-2478860#subopt1,    2.91919,   -1.30194,    1.05968,   -1.17274,    0.52742,   0.720195,   -1.44346,    0.38509,  -0.771085,  -0.627109,   0.089743,   0.569857,   0.554485,   0.292792, -0.0282775,-0.00297277,   -1.22464,  -0.368941
RF03161#CP016359.1/2478922-2478860#subopt2,     2.93317,    -1.31885,     1.25603,    -1.32067,     1.24293,-0.000132846,   -0.968856,    0.454972,   -0.665013,   -0.402715,  -0.0876867,    0.169238,  -0.0624814,    0.275607,    -0.13028,  -0.0931358,    -1.24168,    -0.29771
RF03161#CP016359.1/2478922-2478860#subopt3,    2.46952,  -0.379562,  -0.522809,  -0.786285,    1.09041,   0.506568,   0.413815,   0.308662,  -0.464787,  -0.755476,    0.38193,   0.648553,   0.608357,-0.00693177,   0.077789,  -0.280849,  -0.764738,  -0.297011
RF01739#MRCG01000001.1/170915-170860#subopt0,  4.81412, -1.32412,-0.114913,-0.332961, 0.406329,-0.956447,-0.366482,0.0380179, 0.890546, -0.15281, -1.03001, 0.300125,-0.866149,  0.25522, 0.494289, 0.759034, -0.70629, 0.410425
RF01739#MRCG01000001.1/170915-170860#subopt1,   3.6266, -1.24229,  1.82167, -1.72761, 0.310799, 0.665464,-0.398329, 0.100854,0.0373875, 0.853498, -1.57349, 0.102596,-0.424519, 0.272146,-0.390738, 0.294386,-0.536315,-0.303598
RF01739#MRCG01000001.1/170915-170860#subopt2,   3.55412,  -1.39253,   1.64334,  -1.47999,  0.240629,  0.202461, -0.568375,  0.434578, -0.781586,  0.856819, -0.878865, -0.317602,  0.195548,  0.523559,  -0.81197,-0.0724931, -0.672005, -0.341603
RF01739#MRCG01000001.1/170915-170860#subopt3,   3.04728,  -1.27667,   1.49608,  -1.41168,   0.31706,  0.322099,  -0.51564,  0.324412, -0.502432,  0.233828, -0.520831, -0.133167, -0.150272,  0.496114,  -0.50678, -0.461341, -0.827623,-0.0875343
RF01739#CM001633.1/4650219-4650298#subopt0,  4.63053,-0.664365, -1.95881,   -1.223,-0.448064, 0.461217,  1.61817,-0.240545,-0.185731,-0.932006,-0.447153, 0.562035,-0.420682, 0.322964, 0.276054, 0.113005,-0.835176,-0.313703
RF01739#CM001633.1/4650219-4650298#subopt1,   5.04838,-0.0593845,  0.199045,  -2.11357,-0.0543409,   1.43936, -0.855146,  0.294382,  0.380204, -0.627758, -0.647118,  0.803093, 0.0630707,-0.0302971,  0.840615,  0.268325,-0.0097877, -0.961071
RF01739#CM001633.1/4650219-4650298#subopt2,  3.86059,-0.625106, 0.296168, -1.52442,0.0595641, 0.735874, -1.41055, 0.319533,-0.156702, -1.27175, 0.758118, 0.487035,  0.66495, 0.229212, 0.572591,-0.309465,-0.514527,-0.295376
RF01739#CM001633.1/4650219-4650298#subopt3,   4.51003,-0.0544185, -0.275259,  -1.71904, 0.0248766,  0.998933,  -1.01148,  0.375851,-0.0344711,  -1.43166,  0.281495,  0.771847,   0.18646,   0.22846,  0.868979, -0.480476, -0.456857, -0.726146
RF01739#ALVZ01000231.1/41142-41207#subopt0,    3.9185, -0.568251,-0.0903238,  -1.54579,  -0.39384,  0.172496,  -1.70338, -0.726851, -0.219488,  -1.15276, -0.428308,  0.159725,-0.0265024,  0.510291,  0.783483, -0.269519, -0.348049, -0.155176
RF01739#ALVZ01000231.1/41142-41207#subopt1,  4.47811,-0.790126, 0.251861, -1.81011,0.0643405,-0.415317, -1.28501,-0.389675,-0.496251,-0.181563, -1.11538,-0.745918,-0.165687, 0.580632, 0.380953,  0.21527,-0.183635,-0.222425
RF01739#ALVZ01000231.1/41142-41207#subopt2,   3.92333, -0.672888,0.00581709,  -1.69277,  0.273267, -0.342184,  -1.33045, -0.621575, -0.104818, -0.935688,  -0.73422, -0.465441, -0.525339,  0.597027,  0.812239,  -0.22705,  -0.39451,  0.052103
RF01739#ALVZ01000231.1/41142-41207#subopt3,    3.89445,  -0.518222,    0.19113,   -1.91786,   0.402873,  -0.136438,   -1.06399,    -1.1467,     0.3224,  -0.642082,  -0.629911,  -0.305857,  -0.526909,   0.634064,   0.761695,   0.325672,   -0.35497,-0.00396615
RF01739#JTHE01000274.1/3501797-3501863#subopt0,  5.02074, -0.71832,  -1.8165, -1.29652,-0.981038, 0.962998, 0.715816,-0.557396, 0.881294,-0.496226,  0.51206, 0.755308, -0.29379, 0.281454,-0.412709, 0.320679,  0.51302,-0.792672
RF01739#JTHE01000274.1/3501797-3501863#subopt1,   5.39934, -0.241012,  -2.14895,  -1.22752, -0.841198,  0.898075,  0.977616,  0.384087,  0.244109, -0.102287,0.00464364,  0.822128,  0.214117,  0.133182,  -1.34011,  -0.38424,  0.292381,  -1.07654
RF01739#JTHE01000274.1/3501797-3501863#subopt2,   5.44875, -0.162967,  -2.38783,  -1.21238, -0.959023,  0.739461,  0.471107, 0.0823037,-0.0383185,-0.0545834, -0.160158,  0.810631,  0.248322,  0.110272,   -1.3146, -0.156365,  0.217648,  -1.17746
RF01739#JTHE01000274.1/3501797-3501863#subopt3,  4.93483, -1.07132, -1.86006,-0.698828,-0.578064, 0.372932,  0.66996,  0.99978, 0.630145,-0.430262, 0.621806, 0.294946,-0.703064, 0.304717,-0.113934,-0.756074, 0.459485,-0.677884
RF01739#AADV02000026.1/14400-14340#subopt0,  3.65228, -1.56419,  1.46988, -1.56061,0.0968065, 0.518198, -0.84574, 0.277505,-0.571687, 0.194234, -1.60744,-0.604715,-0.653869, 0.468783,0.0759776,-0.146852,-0.221716,-0.560441
RF01739#AADV02000026.1/14400-14340#subopt1,   3.69761,  -1.07727,   1.86747,-0.0948075,   1.46753, -0.451162, -0.924806, -0.320062,  0.416831, -0.417781,-0.0203946, -0.432828, -0.511575,  0.848135,  0.207505, -0.105478, -0.523818, -0.200415
RF01739#AADV02000026.1/14400-14340#subopt2,    3.7201, -0.750093,   1.95552,-0.0931611,  0.411594,   0.52169, -0.630091, -0.700975,  0.269577, -0.426526, 0.0566716,  0.596321,   0.13398,    1.0314, -0.332087,-0.0320615,  -0.68246,  0.294433
RF01739#AADV02000026.1/14400-14340#subopt3,      3.71,  -0.98823,    2.0598, -0.257859,  0.819727, -0.163772, -0.449995, -0.974123,  0.418305, -0.460084, -0.133888, -0.141737, -0.300577,   1.29734,-0.0570613, -0.256413,  -0.58492,  0.255771
RF03158#MKKD01000014.1/69493-69538#subopt0,    3.2804,-0.0600397,-0.0816207,  0.758221,   2.16235, -0.294217,  0.383844,  0.604742,  0.733779,-0.0771816,  0.288197, -0.110858,  0.284426,  0.318104,   0.17034, -0.144747, -0.367063, -0.880801
RF03158#MKKD01000014.1/69493-69538#subopt1,   3.74784,  0.174493,-0.0249563,   1.76358,   2.23326, -0.816356, -0.437113, -0.265735, 0.0999073,  0.482169, -0.264752, -0.699405,  0.556612,  0.320859,   -0.3304, 0.0441302, -0.820435, -0.699342
RF03158#MKKD01000014.1/69493-69538#subopt2,   3.87435,  0.195081,0.00658515,   1.62199,   1.91404, -0.478593, -0.561083,  -0.46103,  0.596757,  0.542493, -0.601924, -0.670103, -0.179968, -0.456139,  0.379355,  -0.35572, -0.783652, -0.169629
RF03158#URS0001A237F1_12908/1-46#subopt0,    3.2804,-0.0600398,-0.0816205,  0.758221,   2.16235, -0.294217,  0.383844,  0.604742,  0.733779,-0.0771817,  0.288197, -0.110858,  0.284426,  0.318104,   0.17034, -0.144747, -0.367063,   -0.8808
RF03158#URS0001A237F1_12908/1-46#subopt1,   3.74784,  0.174493,-0.0249559,   1.76358,   2.23326, -0.816356, -0.437113, -0.265736, 0.0999072,  0.482169, -0.264752, -0.699405,  0.556612,  0.320859,   -0.3304, 0.0441305, -0.820434, -0.699342
RF03158#URS0001A237F1_12908/1-46#subopt2,   3.87435,  0.195082,0.00658526,   1.62199,   1.91404, -0.478594, -0.561082,  -0.46103,  0.596757,  0.542493, -0.601924, -0.670103, -0.179968,  -0.45614,  0.379355,  -0.35572, -0.783652,  -0.16963
RF03158#URS0001A23BF5_1206744/1-46#subopt0,    3.2804,-0.0600394,-0.0816208,  0.758221,   2.16235, -0.294217,  0.383844,  0.604742,  0.733779,-0.0771819,  0.288198, -0.110858,  0.284427,  0.318104,   0.17034, -0.144747, -0.367063, -0.880801
RF03158#URS0001A23BF5_1206744/1-46#subopt1,   3.74784,  0.174493,-0.0249559,   1.76358,   2.23326, -0.816357, -0.437113, -0.265735, 0.0999072,  0.482169, -0.264752, -0.699406,  0.556611,  0.320859,   -0.3304, 0.0441303, -0.820434, -0.699342
RF03158#URS0001A23BF5_1206744/1-46#subopt2,   3.87435,  0.195082,0.00658587,   1.62199,   1.91404, -0.478594, -0.561082,  -0.46103,  0.596757,  0.542493, -0.601924, -0.670102, -0.179968,  -0.45614,  0.379355,  -0.35572, -0.783652, -0.169629
RF03158#MKKY01000090.1/22688-22643#subopt0,    3.2804,-0.0600397,-0.0816208,   0.75822,   2.16235, -0.294216,  0.383844,  0.604742,  0.733779,-0.0771817,  0.288197, -0.110858,  0.284427,  0.318104,   0.17034, -0.144747, -0.367063, -0.880801
RF03158#MKKY01000090.1/22688-22643#subopt1,   3.74784,  0.174493,-0.0249559,   1.76358,   2.23326, -0.816356, -0.437113, -0.265735, 0.0999069,  0.482169, -0.264752, -0.699405,  0.556611,  0.320859, -0.330401, 0.0441304, -0.820435, -0.699342
RF03158#MKKY01000090.1/22688-22643#subopt2,   3.87435,  0.195081,0.00658593,   1.62199,   1.91404, -0.478594, -0.561083,  -0.46103,  0.596757,  0.542493, -0.601924, -0.670103, -0.179968,  -0.45614,  0.379355,  -0.35572, -0.783652, -0.169629
RF03158#CP006996.1/5211019-5211064#subopt0,    3.2804,-0.0600395,-0.0816204,  0.758221,   2.16235, -0.294217,  0.383845,  0.604742,  0.733779, -0.077182,  0.288197, -0.110858,  0.284427,  0.318104,   0.17034, -0.144747, -0.367064, -0.880801
RF03158#CP006996.1/5211019-5211064#subopt1,   3.74784,  0.174493,-0.0249557,   1.76358,   2.23326, -0.816356, -0.437113, -0.265735, 0.0999072,  0.482169, -0.264752, -0.699405,  0.556611,  0.320859,   -0.3304, 0.0441303, -0.820435, -0.699342
RF03158#CP006996.1/5211019-5211064#subopt2,   3.87435,  0.195082,0.00658572,   1.62199,   1.91404, -0.478594, -0.561082,  -0.46103,  0.596756,  0.542493, -0.601924, -0.670103, -0.179968,  -0.45614,  0.379355,  -0.35572, -0.783652, -0.169629
RF03156#URS0001A2333F_12908/1-30#subopt0,   1.37799, -0.904465,-0.0600593, -0.227893,   1.09024, 0.0235698,-0.0561311,  0.180364, -0.406599,  0.156443, -0.222434,  0.462518,  0.512138,  0.159792,  0.277362,-0.0619658, 0.0783554, -0.316141
RF03156#URS0001A24418_12908/1-33#subopt0,  1.36068,-0.996873,-0.205482,-0.295574, 0.578822,0.0135774, -0.36193,-0.486661,-0.488228, 0.168217,   0.1277,0.0569803,-0.123475, 0.287135, 0.320153,-0.549655, 0.536132, 0.006504
RF03156#URS0001A24A61_12908/1-30#subopt0,   1.37799, -0.904466,-0.0600592, -0.227893,   1.09024,   0.02357,-0.0561311,  0.180364, -0.406599,  0.156443, -0.222434,  0.462518,  0.512138,  0.159792,  0.277362, -0.061966, 0.0783555, -0.316141
RF03156#URS0001A24750_12908/1-31#subopt0,   1.39814, -0.953619,-0.0745366, -0.296075,  0.630683,-0.0490163, 0.0645961, -0.337219, -0.478464, 0.0570701, -0.172759,  0.127616,  0.237787,  0.615103,  0.578624, -0.372241,  0.456852, -0.349266
RF03156#URS0001A23EBE_12908/1-33#subopt0,   1.36068, -0.996874, -0.205482, -0.295574,  0.578822, 0.0135775,  -0.36193, -0.486661, -0.488228,  0.168217,    0.1277, 0.0569803, -0.123475,  0.287136,  0.320153, -0.549655,  0.536132,0.00650404
RF03106#URS0000D69489_12908/1-147#subopt0,    7.5865,-0.0864233,  -1.11142,  -2.34473,  -1.36888,  0.728507,  0.370138,  0.256877,   1.20591,   0.32477,   0.99499,  0.827905, -0.528472, -0.321008,  0.784012,  0.237832,   1.59722,  0.800377
RF03106#URS0000D69489_12908/1-147#subopt1,  8.34571, 0.432108,-0.876274,-0.902546, -1.34912, 0.777526, 0.234298,-0.376493,  1.08951,  0.31996, 0.450936, 0.462656,-0.577973,-0.498289, 0.837365, 0.546873,  1.43318,  1.12334
RF03106#URS0000D69489_12908/1-147#subopt2,   8.28204, -0.141704, -0.435612, 0.0737205,  -1.25008,    1.0498,  0.325695,  -1.14411,-0.0207712, -0.345495, -0.605488, -0.228656,  0.499848,  -1.13111,  0.193846,  0.907493,   1.21677,  0.771674
RF03106#URS0000D69489_12908/1-147#subopt3,  8.20865,-0.397099, 0.295535, 0.574083, -1.34379,  1.03801, 0.599775, -1.08818, 0.336615,-0.835964,-0.858585, 0.231463,-0.356777, -0.95503, 0.933511,  0.70612,  1.63796, 0.556576
RF03106#URS0000D673CA_12908/1-145#subopt0,   7.61962,  0.946033,  -1.49264,  -1.05638, -0.220744,-0.0636485,  0.579951, -0.592871,  0.129051, -0.460235,  -0.62405,  0.716411,   0.46988,-0.0429684,  -1.39198,  0.514034,  0.307979,  0.828514
RF03106#URS0000D673CA_12908/1-145#subopt1,    8.15814,    1.25856,   -1.28346, -0.0562315,  -0.297672,  -0.185771,   0.445007,    -1.2397,-0.00473699,  -0.482018,  -0.520726,  -0.034924,   0.580176,   0.162491,    -1.0739,   0.417514,   0.220551,   0.843816
RF03106#URS0000D673CA_12908/1-145#subopt2,   6.93823, -0.170109,  -1.18779, -0.731241,  0.148523,  0.173676,  0.314562,  0.270849, -0.190755,  -1.61418,-0.0749736,  0.613145,  0.181309, -0.269798,  -1.41782,   1.09707,  0.405493,  0.965532
RF03106#URS0000D673CA_12908/1-145#subopt3,   7.00023,-0.0103735, -0.959715, -0.849908,  -0.25181, 0.0252219,  0.676813, -0.172567,  0.336496, -0.668018,0.00391738,  0.763639,  0.452545, -0.100053,  -1.08128,   0.78063,  0.449127,   1.41262
RF03106#URS0000D6A2A3_12908/1-133#subopt0,   7.64759,   1.05857,   1.18881, -0.338743,  0.854814,  0.437278, -0.232391, -0.851246,   0.14943, 0.0392997, -0.966169, 0.0996978,   0.67155,  -1.47346,-0.0526567,    1.1993,  0.805345,  0.575976
RF03106#URS0000D6A2A3_12908/1-133#subopt1,   8.05514,   1.20378,   1.23006,  0.695236,   1.27798,  0.443427, -0.789766,-0.0957801,  0.526389, -0.157733, -0.312508,-0.0115428,   0.67441,  -1.10789, -0.704647,   1.41548,   1.17152,  0.402925
RF03106#URS0000D6A2A3_12908/1-133#subopt2,   7.75418,   1.09449,   1.21124, -0.136177,  0.946185,  0.404889, -0.545883,   -0.2975,  0.314662,  0.288237, -0.473344,-0.0158751,  0.601844,  -1.14242, -0.259631,   1.15257,  0.902661,  0.605521
RF03106#URS0000D6A2A3_12908/1-133#subopt3,   7.4875, 0.617775,  1.69168, 0.300076, 0.552531, 0.136751, -0.85732,-0.559676, 0.134953, 0.522529,-0.694695, 0.149487, 0.515832,-0.949456,-0.341779,  1.34599,  1.18533, 0.324908
RF03157#URS0001A23AA2_1121878/1-50#subopt0,   4.38559,  -1.66712, -0.472477,  0.722686,  0.452867, -0.860349,  0.550082,  -1.77398,-0.0500766,  0.634439,  0.748505,  -1.55265,  0.278942,  0.417135,  0.355153,  0.813593,-0.0214897,  0.378897
RF03157#URS0001A23AA2_1121878/1-50#subopt1,  4.93576, -1.50124,-0.113776,  1.38407, 0.267979,-0.813478, 0.765694, -1.91442,-0.192135,  1.25001, 0.503471,  -1.4132, 0.225766,  0.53408,0.0391862,  0.98777, 0.247651, 0.137976
RF03157#URS0001A23AA2_1121878/1-50#subopt2,  4.39542,  -1.5565,-0.708834, 0.384152, 0.460982,-0.842068, 0.431215, -1.52559, 0.150376, 0.567752, 0.844901, -1.55145, 0.189186,0.0928333, 0.305536,  1.03421,-0.239138, 0.118705
RF03157#URS0001A23AA2_1121878/1-50#subopt3,     4.944,  -1.39982,-0.0942251,   1.48245,  0.430811, -0.613294,  0.606624,  -1.80725, -0.190576,   1.09714,  0.396146,  -1.90341,  0.262515,  0.104229, -0.078907,  0.862401, -0.249416,  0.176199
RF03157#URS0001A23AA2_1121879/1-50#subopt0,   4.38559,  -1.66712, -0.472478,  0.722686,  0.452867, -0.860349,  0.550082,  -1.77398,-0.0500769,  0.634438,  0.748504,  -1.55265,  0.278943,  0.417134,  0.355153,  0.813592,-0.0214897,  0.378897
RF03157#URS0001A23AA2_1121879/1-50#subopt1,  4.93576, -1.50124,-0.113776,  1.38407, 0.267979,-0.813477, 0.765695, -1.91442,-0.192135,  1.25001, 0.503471,  -1.4132, 0.225766,  0.53408,0.0391861,  0.98777, 0.247651, 0.137976
RF03157#URS0001A23AA2_1121879/1-50#subopt2,  4.39542,  -1.5565,-0.708834, 0.384152, 0.460982,-0.842068, 0.431215,  -1.5256, 0.150376, 0.567752, 0.844901, -1.55145, 0.189187,0.0928332, 0.305536,  1.03421,-0.239138, 0.118705
RF03157#URS0001A23AA2_1121879/1-50#subopt3,     4.944,  -1.39982,-0.0942249,   1.48245,  0.430811, -0.613294,  0.606624,  -1.80725, -0.190576,   1.09714,  0.396146,  -1.90341,  0.262515,  0.104229,-0.0789072,  0.862401, -0.249416,  0.176199
RF03157#URS0001A2345C_675816/1-50#subopt0,    4.4445,  -1.71191,   -1.1314,  0.770825,  0.569646, -0.883341,-0.0095043,  -0.54625, 0.0518583, -0.371011,-0.0545926,  -1.31372,  -1.11831,   0.10786,  0.304511,  0.428373, -0.166789,  0.133743
RF03157#URS0001A2345C_675816/1-50#subopt1,   4.43265,  -1.56898, -0.951092,   0.66371,  0.530006, -0.849642,  0.133828, -0.858161,  0.763674,  0.422165,  0.214151,  -1.43147, -0.735466, -0.171657,  0.945964,  0.581745,-0.0448439,   0.10798
