 ,snm_1,snm_2,snm_3,snm_4,snm_5,snm_6,snm_7,snm_8,snm_9,snm_10,snm_11,snm_12,snm_13
RF03012#URS0000D6CA07_12908/1-53#subopt3,  3.53229,  1.57425, -1.44082,-0.341626,-0.984626,-0.168539,-0.304855,-0.621703, 0.295366,-0.324122,-0.327312, 0.837598,-0.466738
RF03012#URS0000D6AD3E_12908/1-53#subopt0,   4.20163,   1.18216,  -1.88883, -0.473746,  -1.08632, -0.453338,-0.0551692,  -0.29612,   1.01415, -0.660172,  0.052317,0.00342796,  -1.11204
RF03012#URS0000D6AD3E_12908/1-53#subopt1,  4.24911,  1.32002, -1.94976,-0.804637,-0.684541,-0.113031,-0.129368,-0.556969, 0.293997,-0.412609,-0.849167, 0.490572,-0.636673
RF03012#URS0000D6AD3E_12908/1-53#subopt2,  4.21338,   1.2201, -1.98489,-0.657561,-0.931715, -0.20389, 0.301202,-0.468304,  0.17192, -0.73009,-0.656245, 0.588664, -0.84549
RF03012#URS0000D6AD3E_12908/1-53#subopt3,  4.11091,   1.0479, -1.90825,-0.744324,-0.713488, -0.47354, 0.102718,-0.482899, 0.515694,-0.615791,-0.192147, 0.114708, -1.10235
RF03086#MERK01000111.1/15947-15994#subopt0,   2.66898,   2.46415,   0.11437, -0.373515, -0.165765,  0.409486,  0.945472,  0.156551,-0.0385823,  0.618064,  0.604557,  0.478211,  0.155346
RF03086#URS0000D6C6FD_12908/1-48#subopt0,   3.63916,   1.56052,  -0.66481, -0.846631, -0.219913,  0.842518,  0.537901,  0.193595,  0.601912,  0.364754,  -0.96319,  0.535863,-0.0653676
RF03086#URS0000D6C6FD_12908/1-48#subopt1,  3.53872,  1.61326,-0.617471, -1.03407,-0.230611,  0.84538,  1.47477,  -0.4154, 0.397827,-0.318123,-0.488313, 0.848019,-0.442037
RF03086#URS0000D6C6FD_12908/1-48#subopt2,   2.66898,   2.46415,   0.11437, -0.373515, -0.165765,  0.409486,  0.945472,  0.156551,-0.0385823,  0.618064,  0.604557,  0.478211,  0.155346
RF03086#URS0000D6C6FD_12908/1-48#subopt3,  2.57785,  2.21674,  0.35724,-0.613142, -0.26436, 0.612159,  1.14457,-0.373404,  0.52867, 0.254643,-0.036306, 0.343068,-0.118307
RF03086#MERH01000121.1/1152-1105#subopt0,   2.66898,   2.46415,   0.11437, -0.373515, -0.165765,  0.409486,  0.945472,  0.156551,-0.0385823,  0.618064,  0.604557,  0.478211,  0.155346
RF03086#MERH01000121.1/1152-1105#subopt1,  2.57785,  2.21674,  0.35724,-0.613142, -0.26436, 0.612159,  1.14457,-0.373404,  0.52867, 0.254643,-0.036306, 0.343068,-0.118307
RF03086#URS0000D6831A_12908/1-48#subopt0,   2.57147,   2.33569, 0.0660026, -0.308393,-0.0940603, -0.131885,  0.821282, -0.104513, -0.121408,  0.732765,  0.268788,  0.507106, -0.150145
RF03086#URS0000D6831A_12908/1-48#subopt1,  3.56833,  2.00131, -0.97586,-0.722101,-0.348313, -1.00375, 0.643589,-0.730644,-0.191493, 0.700928, 0.399209,-0.380657,-0.236421
RF03086#URS0000D6831A_12908/1-48#subopt2,  3.73092,  1.86867,-0.909513,-0.678253,-0.509542,-0.300066, 0.887585,-0.141533,0.0856128,-0.523887, 0.666183, 0.425146,-0.273367
RF03086#URS0000D6831A_12908/1-48#subopt3,   3.64304,   1.60571, -0.691225, -0.895096, -0.632819,-0.0812284,   1.12107, -0.744073,  0.703891, -0.905919,-0.0647224,  0.278815, -0.535551
RF03032#URS0000D6BDAD_12908/1-71#subopt0,    3.91728,    2.56176,     1.0053,   -1.13854,  -0.153843,  -0.138125,  -0.115352,-0.00255849,    1.08454,  -0.514424,  0.0310172,   0.231906,    2.10609
RF03032#URS0000D6BDAD_12908/1-71#subopt1,   3.92047,   2.53441,    1.0313,  -1.11031, -0.180444, -0.108791, -0.148959, -0.102347,   1.09149, -0.494134,-0.0578633,  0.236153,   2.11066
RF03032#URS0000D6BDAD_12908/1-71#subopt2,   4.17286,   1.76541, -0.225386,  -1.28204,-0.0670389, -0.915675, -0.359095, 0.0496438,   1.24095, -0.295003,  0.256208,  -1.12756,   1.43509
RF03032#URS0000D6BDAD_12908/1-71#subopt3,  4.29539,  1.96341,  -0.1441, -1.25723,0.0102121,-0.158939, 0.384112, 0.624107, 0.805048,-0.744827,-0.420846,-0.333766,  1.67922
RF03032#URS0000D6BDAD_1125977/1-71#subopt0,    3.91728,    2.56176,     1.0053,   -1.13854,  -0.153843,  -0.138125,  -0.115352,-0.00255849,    1.08454,  -0.514424,  0.0310172,   0.231906,    2.10609
RF03032#URS0000D6BDAD_1125977/1-71#subopt1,   3.92047,   2.53441,    1.0313,  -1.11031, -0.180444, -0.108791, -0.148959, -0.102347,   1.09149, -0.494134,-0.0578633,  0.236153,   2.11066
RF03032#URS0000D6BDAD_1125977/1-71#subopt2,   4.17286,   1.76541, -0.225386,  -1.28204,-0.0670389, -0.915675, -0.359095, 0.0496438,   1.24095, -0.295003,  0.256208,  -1.12756,   1.43509
RF03032#URS0000D6BDAD_1125977/1-71#subopt3,  4.29539,  1.96341,  -0.1441, -1.25723,0.0102121,-0.158939, 0.384112, 0.624107, 0.805048,-0.744827,-0.420846,-0.333766,  1.67922
RF03032#URS0000D6B2A9_12908/1-71#subopt0,    4.339,  1.85737,-0.510184,-0.817616, -1.10549, 0.177915, -0.70314,-0.130996, 0.826579,-0.691801,-0.457122,-0.498998,  1.11346
RF03032#URS0000D678D1_463794/1-71#subopt0,    3.91728,    2.56176,     1.0053,   -1.13854,  -0.153843,  -0.138125,  -0.115352,-0.00255849,    1.08454,  -0.514424,  0.0310172,   0.231906,    2.10609
RF03032#URS0000D678D1_463794/1-71#subopt1,   3.92311,   2.51147,   1.03624,  -1.15841, -0.170619, -0.123654, -0.071017,-0.0772646,   1.06595, -0.451406, 0.0153914,   0.19315,   2.07038
RF03032#URS0000D678D1_463794/1-71#subopt2,   4.17286,   1.76541, -0.225386,  -1.28204,-0.0670389, -0.915675, -0.359095, 0.0496438,   1.24095, -0.295003,  0.256208,  -1.12756,   1.43509
RF03032#URS0000D678D1_463794/1-71#subopt3,  4.29539,  1.96341,  -0.1441, -1.25723,0.0102121,-0.158939, 0.384112, 0.624107, 0.805048,-0.744827,-0.420846,-0.333766,  1.67922
RF01419#HQ693844.1/60190-60376#subopt0,  8.59234, -1.12461,   -1.294,-0.402858, -0.28278,   1.4384,-0.493066,-0.950296, 0.186112, 0.250513,-0.258009, 0.876574,  1.24417
RF01419#HQ693844.1/60190-60376#subopt1,  9.08588, -1.29782,-0.891653, 0.386339,-0.326076,   1.1501,-0.400095,-0.832343, 0.448776,-0.150194, 0.078826, 0.526968,  1.16252
RF01419#HQ693844.1/60190-60376#subopt2,  9.37707, -1.76826,-0.723164,  1.32512, -0.54486,  1.55848, 0.264832, -1.12923,0.0302123, 0.115718,-0.748303,  1.28855,  1.00162
RF01419#HQ693844.1/60190-60376#subopt3,  9.69367, -1.91293, -0.49586,  1.84314,-0.546786,   1.2434, 0.299238, -1.09244, 0.242218,-0.180677,-0.479587, 0.962468, 0.928446
RF01419#FAOM01272920.1/38332-38161#subopt0,   6.48143, -0.812447,   1.36712, 0.0182245,  0.130247,  0.543263, 0.0776784,  0.244904,-0.0259321, -0.488079,  0.488395, -0.656526,  0.480613
RF01419#FAOM01272920.1/38332-38161#subopt1,  6.66198,-0.910502,  1.52283, 0.588953, 0.612034, 0.183154,-0.152966,-0.174661,-0.065511,-0.430497, 0.270111, -1.06597, 0.315467
RF01419#FAOM01272920.1/38332-38161#subopt2,   6.75007, -0.808412,   1.55622,  0.612491,  0.593922,  0.636283,-0.0779675,  0.229504, 0.0747178, -0.708156,  0.465048,  -1.13582,  0.790195
RF01419#FAOM01272920.1/38332-38161#subopt3,  6.67613,-0.874025,  1.54324, 0.494547, 0.776828, 0.271753, 0.400514, 0.109632,0.0239418, -1.24376, 0.688044,-0.921782,  0.97001
RF01419#KQ976354.1/3187357-3187534#subopt0,  8.64686,-0.502829,-0.436785, 0.178353, -1.63923,  1.48384,-0.969596,-0.320109, -1.12511, -1.23697,-0.651504, 0.333086, 0.949807
RF01419#KQ976354.1/3187357-3187534#subopt1,  8.17374,-0.228639,-0.607444, -0.89377, -1.84314,  1.95468,-0.970127,-0.435311,-0.934265,-0.747378,-0.286522, 0.252698, 0.798408
RF01419#KQ976354.1/3187357-3187534#subopt2,   8.5344,-0.552428, -1.14468,-0.914419, -1.84464,  1.54466, -1.08285,-0.759438,-0.841771,-0.638295,-0.287105,-0.257886, 0.412162
RF01419#KQ976354.1/3187357-3187534#subopt3,  9.00885, -0.81952,-0.775471,  0.15715, -1.64797,   1.4239,-0.948152,-0.914248,-0.611901,-0.691694,0.0994712,-0.572054, 0.589457
RF01419#CM003252.1/11445650-11445464#subopt0,  7.02035, 0.218861, -1.09773,-0.227649, -1.00492,  0.29433, -0.93995,-0.213925, -1.44937,  1.41326,-0.931848, 0.262939,0.0696873
RF01419#CM003252.1/11445650-11445464#subopt1,   6.97575,  0.253812,  -1.72885, -0.511468, -0.859046,-0.0204893,  -1.93191,  0.193133,  -1.06729,   1.01409,  -0.73095, -0.243023,  0.797596
RF01419#CM003252.1/11445650-11445464#subopt2,   6.73819,  0.261478,   -2.3405,  -1.72588,  -1.22511,-0.0990323,  -1.84187,  0.526279, -0.970049,   1.09531, -0.876395,  0.217936,   0.45422
RF01419#CM003252.1/11445650-11445464#subopt3,   6.76237,  0.204312,  -2.48857,  -1.64971,  -1.36663,-0.0654652,  -1.29974,  0.130254, -0.852401,   0.50617, -0.434949,  0.531088,  0.802299
RF03087#URS0000D69BFB_12908/1-608#subopt0,  14.1459, -4.25818,  1.84447,-0.557984, -2.84341,-0.133932,  1.14521, -1.35638,  -1.1787,  0.41594, 0.377106, -2.46209,  1.09802
RF03087#URS0000D69BFB_12908/1-608#subopt1,  14.1316, -4.26819,  1.89645,-0.712716, -2.54405,-0.193113,  1.14056, -1.58424,-0.926332, 0.220791, 0.174954, -2.45834,  1.23666
RF03087#URS0000D69BFB_12908/1-608#subopt2,  14.1807, -4.41333,   1.8344,-0.802402,  -2.9468,-0.485159,  1.21355, -1.44958,-0.851419,  0.68971, 0.447982, -2.39164, 0.878608
RF03087#URS0000D69BFB_12908/1-608#subopt3,    14.35, -4.57289,  1.55521,-0.842386, -3.00101,-0.398807,  1.23004, -1.55199,-0.906234, 0.382481,  0.57002, -2.29995,  1.08201
RF03087#URS0000D6603A_12908/1-599#subopt0,  13.8815, -4.69537,  3.26005,-0.709957, -1.94192, -3.34628, 0.483286,  1.40701, 0.558924,  1.27864, 0.131006,  1.58696,-0.787818
RF03087#URS0000D6603A_12908/1-599#subopt1,  13.9181, -4.69784,  3.21078,-0.617463, -2.11835, -3.16381, 0.344539,  1.41951, 0.527327,   1.3678,0.0957733,  1.51716,-0.892182
RF03087#URS0000D6603A_12908/1-599#subopt2,   13.9613,   -5.0275,   3.17399, -0.869296,  -2.05125,  -3.09459,  0.530783,   1.52748,  0.809972,   1.48475,-0.0473222,   1.67704, -0.622341
RF03087#URS0000D6603A_12908/1-599#subopt3,   13.9876,  -5.02496,   3.12796, -0.786718,  -2.20952,  -2.93286,  0.413751,   1.53809,   0.77825,   1.55957,-0.0676488,   1.60476, -0.720344
RF03087#URS0000D6C17C_12908/1-599#subopt0,   14.143, -4.90762,  2.68738, 0.621506, -1.93411,  -2.9798, 0.154176, 0.844847,  1.33305, 0.833972, 0.818333, 0.767964,-0.172502
RF03087#URS0000D6C17C_12908/1-599#subopt1,  14.1116, -4.82988,  2.65866, 0.487424, -1.87456, -2.88153, 0.455938, 0.642084,  1.18439, 0.574517, 0.941602, 0.777691,-0.218986
RF03087#URS0000D6C17C_12908/1-599#subopt2,   14.1697,  -4.71564,   2.62834,-0.0730127,  -2.13729,  -3.13228,  0.144374,  0.742284,   1.32652,  0.965016,  0.402562,  0.893728,-0.0661398
RF03087#URS0000D6C17C_12908/1-599#subopt3,    14.144,  -4.82619,    2.6386,-0.0937271,  -1.92327,  -3.16011, 0.0852642,   1.07652,   1.33649,  0.954129,  0.357057,   1.07809, -0.517551
RF03087#URS0000D65F47_12908/1-599#subopt0,  13.8815, -4.69537,  3.26005,-0.709957, -1.94192, -3.34628, 0.483286,  1.40701, 0.558924,  1.27864, 0.131006,  1.58696,-0.787818
RF03087#URS0000D65F47_12908/1-599#subopt1,  13.9181, -4.69784,  3.21078,-0.617463, -2.11835, -3.16381, 0.344539,  1.41951, 0.527327,   1.3678,0.0957733,  1.51716,-0.892182
RF03087#URS0000D65F47_12908/1-599#subopt2,   13.9613,   -5.0275,   3.17399, -0.869296,  -2.05125,  -3.09459,  0.530783,   1.52748,  0.809972,   1.48475,-0.0473222,   1.67704, -0.622341
RF03087#URS0000D65F47_12908/1-599#subopt3,   13.9876,  -5.02496,   3.12796, -0.786718,  -2.20952,  -2.93286,  0.413751,   1.53809,   0.77825,   1.55957,-0.0676488,   1.60476, -0.720344
RF01734#ALXI01000102.1/18602-18543#subopt0,    3.6009, 0.0844873, -0.339454,   1.37454,  0.800588,  0.760418,  0.115795,   0.45083, -0.829297,  0.091004,  0.325929,-0.0199999, -0.121978
RF01734#ALXI01000102.1/18602-18543#subopt1,  3.09179, 0.730256, 0.595854,  1.81414, 0.357216,   0.4645,-0.595306, 0.367862,-0.730412,  0.88058, 0.163224, 0.548206,-0.446972
RF01734#ALXI01000102.1/18602-18543#subopt2,   3.10122,  0.493916,  0.724725,    1.4938,  0.302296,  0.976234, -0.257633,-0.0734493, -0.466446,  0.857504,   0.23605,  0.592927, -0.370572
RF01734#ALXI01000102.1/18602-18543#subopt3,    3.11669,-0.00114189,  -0.662142,    0.79332,   0.429368,   0.537414,  -0.562376,  -0.176626,  -0.406195, -0.0780167,   0.786174,   0.128807,  -0.346979
RF01734#KB944507.1/1472202-1472268#subopt0,   4.52209,  0.954221,  -1.66565, -0.891616, -0.162418,  0.387639,-0.0747396,  0.723709,   1.09281, -0.189859, -0.506549,  0.972914,  0.404776
RF01734#KB944507.1/1472202-1472268#subopt1,  4.44912,  1.07201, -1.53381,-0.816914,-0.255911, 0.524569, -0.34538,  1.04994,  1.19254,  0.61584,-0.933991, 0.563376, 0.186845
RF01734#KB944507.1/1472202-1472268#subopt2,  4.40317,  1.17953, -1.59962,-0.573819, -0.51665, 0.480891,-0.563051,  1.39233, 0.331979, 0.344746, -1.06351, 0.626136,0.0273596
RF01734#KB944507.1/1472202-1472268#subopt3,   4.51557,  0.978276,  -1.64015, -0.809013,-0.0993086,  0.445362,  -0.18212,   0.76633,   1.12128,-0.0999779, -0.521893,  0.986373,  0.273738
RF01734#MGOG01000202.1/8032-8093#subopt0,   4.88699,  0.433174,  -1.11323,-0.0372627,  0.258615,  0.133751,  0.505338,  -1.01249,  0.311256,  0.850217,  -1.08411,  -0.27886,  0.237311
RF01734#MGOG01000202.1/8032-8093#subopt1,   4.98107,  0.706308,   -1.4988,  0.289056, -0.484129,   1.04247,  0.700354,  -1.27666, -0.124632,  0.495067,  -1.29153,  0.258087,-0.0236929
RF01734#MGOG01000202.1/8032-8093#subopt2,  4.11879,  1.35475, -1.38271, -1.06011,-0.591395, 0.895085,  1.10026,-0.442549,-0.202862, 0.954934, -1.69248,0.0299893,-0.442545
RF01734#MGOG01000202.1/8032-8093#subopt3,  4.98625, 0.716274, -1.51177, 0.288927,-0.448029,  1.08496, 0.761386, -1.30902,-0.131029,  0.40334, -1.29217, 0.333947,-0.015635
RF01734#FUZT01000010.1/96793-96866#subopt0,   3.89407,  0.401122,  0.610561,  -1.25593, 0.0827377,   1.28494, -0.862191,  0.889843,-0.0884943, -0.322362,  0.212907,  0.113351, 0.0457276
RF01734#FUZT01000010.1/96793-96866#subopt1,   4.5428,0.0816809,  0.77624,0.0105698, 0.336666,  1.16688,-0.811994, 0.431177, 0.172459,-0.220457, 0.363577, -0.44874, 0.191902
RF01734#FUZT01000010.1/96793-96866#subopt2,  5.03115,  1.05634, -1.51287, 0.919939,-0.358519,-0.111486,-0.525055,-0.201978, 0.371944,-0.542798, 0.247842, -0.14085,0.0638275
RF01734#FUZT01000010.1/96793-96866#subopt3,   4.11833,   1.60337,  -1.92895, -0.561765, -0.652179,-0.0111676,  -1.06851,  0.170917,-0.0435882,  0.348586, -0.707809, -0.190375, -0.423036
RF03057#JTDN01000001.1/2084804-2084864#subopt0,    4.4844,   1.71712,  0.829386,   2.52824,    0.3865, -0.879506,-0.0337332, 0.0336385, -0.239534,  0.497579,  0.104791,   1.65507, -0.496614
RF03057#JTDN01000001.1/2084804-2084864#subopt1,  4.37585,  1.79881,   0.6127,  2.70796,-0.103893,-0.326901,-0.058768,-0.262211,-0.364505, 0.640345, 0.124349,  1.56921,-0.930008
RF03057#JTDN01000001.1/2084804-2084864#subopt2,   3.95083,   1.68992,  0.830059,   1.89346,  0.282192,  -1.34791,  0.246537,-0.0722208, -0.188159,-0.0426058, 0.0720175,   1.23206, -0.548485
RF03057#JTDN01000001.1/2084804-2084864#subopt3,   3.91534,   1.73629,  0.590552,   2.14306, -0.336082,   -0.6491, 0.0684919, -0.354776, -0.312257,  0.201216,-0.0134788,   1.16362,   -1.0267
RF03057#LMKV01000001.1/47195-47140#subopt0,  4.32528,  1.38611,-0.236326, 0.449967,-0.285678, -1.06815,  1.09584, -1.03845,-0.481832,0.0445316, 0.148792, 0.792582, -1.04522
RF03057#LMKV01000001.1/47195-47140#subopt1,   4.42985,   1.38541, -0.232146,  0.532126,-0.0146283,  -1.37473,  0.676127, -0.675599, -0.237789, -0.264285, -0.138395,  0.853379, -0.539604
RF03057#LMKV01000001.1/47195-47140#subopt2,  3.56032,  1.82126,-0.512852, -1.02739,-0.493924,-0.974413,  1.02208,  -1.1959, 0.429117, 0.597028,-0.458695, -0.29433,  -0.2436
RF03057#LMKV01000001.1/47195-47140#subopt3,  3.66488,  1.82055,-0.508671,-0.945234,-0.222876,   -1.281, 0.602377,-0.833053, 0.673159,  0.28821, -0.74588,-0.233532, 0.262014
RF03057#URS0000D67145_438753/1-56#subopt0,  4.02481,  1.99989, 0.559751,  2.19619,-0.428908,-0.793039,0.0484645,-0.408937, -1.06454,  0.40812, 0.190861, 0.980207,-0.537319
RF03057#URS0000D67145_438753/1-56#subopt1,   3.92945,   2.12689,  0.485831,   2.09922,-0.0855817,  -1.02717,  0.420545, -0.628011,   -1.1129, -0.356128,  0.483566,   1.14423, -0.344851
RF03057#URS0000D67145_438753/1-56#subopt2,   3.43744,   2.37434,  0.410873,   1.24383, -0.502978, -0.656298,-0.0035043, -0.395815,  -0.43352,   0.95139, -0.273999, -0.129129,  0.196695
RF03057#URS0000D67145_438753/1-56#subopt3,   3.41183,   2.45814,  0.287699,   1.18759, -0.198123, -0.875668,  0.384549, -0.684772, -0.519796,-0.0254277, 0.0869461,  0.221295,  0.400992
RF03057#AP009384.1/1486639-1486584#subopt0,  4.02481,  1.99989, 0.559751,  2.19619,-0.428908,-0.793039,0.0484645,-0.408937, -1.06454,  0.40812, 0.190861, 0.980207,-0.537319
RF03057#AP009384.1/1486639-1486584#subopt1,   3.92945,   2.12689,  0.485831,   2.09922,-0.0855817,  -1.02717,  0.420545, -0.628011,   -1.1129, -0.356128,  0.483566,   1.14423, -0.344851
RF03057#AP009384.1/1486639-1486584#subopt2,   3.43744,   2.37434,  0.410873,   1.24383, -0.502978, -0.656298,-0.0035043, -0.395815,  -0.43352,   0.95139, -0.273999, -0.129129,  0.196695
RF03057#AP009384.1/1486639-1486584#subopt3,   3.41183,   2.45814,  0.287699,   1.18759, -0.198123, -0.875668,  0.384549, -0.684772, -0.519796,-0.0254277, 0.0869461,  0.221295,  0.400992
RF02925#URS0000D678AE_12908/1-52#subopt0,   3.36431,   2.26562,  0.478467, -0.342549,  -1.28511,  0.575448, -0.147485,0.00676581,  0.998751, -0.569507,-0.0123564,  0.168739,  0.261436
RF02925#URS0000D678AE_12908/1-52#subopt1,   3.57126,   1.84577, -0.958678, -0.450701,  -0.85916,0.00866667,  0.474184, -0.183642,  0.694771, -0.194824,  -1.15993, -0.027912, -0.330005
RF02925#URS0000D678AE_12908/1-52#subopt2,  3.51564,  1.90596,-0.876615,-0.411371, -0.96273, 0.145687,  0.21233, 0.011184, 0.744137, 0.472034, -1.46885, -0.47048,-0.449435
RF02925#URS0000D678AE_12908/1-52#subopt3,    3.55617,    1.79922,   -0.99111,  -0.498798,  -0.823003,  0.0332086,   0.399469,  -0.208357,    0.65021,  -0.124817,  -0.920878,-0.00414054,  -0.312835
RF02925#URS0000D6C076_12908/1-53#subopt0,   2.50269,   2.34879,-0.0523868, -0.311276,-0.0549587, -0.460796, 0.0999948, -0.263354,  0.827922,  0.380768, -0.613787, 0.0292136,  0.808174
RF02925#URS0000D6C076_12908/1-53#subopt1,   2.47844,   2.37189, 0.0163738, -0.467709, -0.328444,-0.0670817,  0.669478, -0.799725,  0.489123,  0.650844, -0.316443,  0.015157,  0.387311
RF02925#URS0000D6C076_12908/1-53#subopt2,   2.49801,   2.47933,-0.0895947, -0.336266, -0.283978, -0.172572,  0.593125, -0.284548, -0.535406,   0.64179,  0.139617,  0.192855,  0.395166
RF02925#URS0000D6C076_12908/1-53#subopt3,  3.47958,  1.79468,-0.707577,-0.822561,-0.393056,0.0608691,  1.07129,-0.385781, 0.926757, 0.491371,-0.437612,-0.147767,-0.103812
RF02925#URS0000D68336_12908/1-53#subopt0,  3.42889,  1.54591, -1.05979,-0.521843, -0.94811,-0.750423,-0.255579, -0.74123,  1.06805, 0.375937,-0.226765,-0.714732,-0.446194
RF02925#URS0000D68336_12908/1-53#subopt1,    3.51122,    1.78604,   -1.42423,  -0.431147,  -0.969966,   0.126358,  -0.474835,  -0.754424,   0.597337,-0.00428959,   -0.35117,    0.49354, -0.0800904
RF02925#URS0000D68336_12908/1-53#subopt2,   2.50269,   2.34879,-0.0523868, -0.311276,-0.0549587, -0.460796, 0.0999948, -0.263354,  0.827922,  0.380768, -0.613787, 0.0292136,  0.808174
RF02925#URS0000D68336_12908/1-53#subopt3,   2.47844,   2.37189, 0.0163738, -0.467709, -0.328444,-0.0670817,  0.669478, -0.799725,  0.489123,  0.650844, -0.316443,  0.015157,  0.387311
RF02925#URS0000D67A9E_12908/1-52#subopt0,    4.11016,    2.00428,   0.956378,   0.943952,   -1.21835,   0.560057,  -0.399233,  -0.177189,   0.836604,  -0.568713,   -0.14911,  0.0747113,-0.00813817
RF02925#URS0000D67A9E_12908/1-52#subopt1,   3.36431,   2.26562,  0.478467, -0.342549,  -1.28511,  0.575448, -0.147485,0.00676581,  0.998751, -0.569507,-0.0123564,  0.168739,  0.261436
RF02925#URS0000D67A9E_12908/1-52#subopt2,   3.57126,   1.84577, -0.958678, -0.450701,  -0.85916,0.00866667,  0.474184, -0.183642,  0.694771, -0.194824,  -1.15993, -0.027912, -0.330005
RF02925#URS0000D67A9E_12908/1-52#subopt3,  3.51564,  1.90596,-0.876615,-0.411371, -0.96273, 0.145687,  0.21233, 0.011184, 0.744137, 0.472034, -1.46885, -0.47048,-0.449435
RF01701#ALVZ01000161.1/23593-23517#subopt0,  3.81271,  1.76449, 0.368793,  1.94375, 0.368112,0.0577843,-0.378194,-0.422232, 0.230554,-0.244414,-0.565947, 0.825509, -0.22742
RF01701#ALVZ01000161.1/23593-23517#subopt1,   3.20593,   1.89711,  0.230754,   1.15252,   0.30219,  0.183669, -0.368133,-0.0591213,  0.439491,   0.43256, -0.592466,  0.646749,   -0.2488
RF01701#ALVZ01000161.1/23593-23517#subopt2,  3.11991,  2.00219,0.0185771,   1.4276,-0.219057, 0.633116,-0.431982,-0.263048, 0.166578, 0.810486,-0.423223, 0.712265,-0.832459
RF01701#ALVZ01000161.1/23593-23517#subopt3,   3.17685,    1.9785, 0.0823111,   1.34831,-0.0597418,  0.509113, -0.703731, -0.070147, 0.0253715,  0.708904,   -0.5781,  0.888017, -0.939801
RF01701#BBWW01000001.1/2678460-2678388#subopt0,  4.23465,  1.25828, -1.90152,-0.874711, 0.272634,-0.158456,-0.290193, 0.306992, 0.321833,-0.182592,-0.930773, 0.781042,-0.242072
RF01701#BBWW01000001.1/2678460-2678388#subopt1,  4.17679,  1.38557, -1.90692,-0.783688, 0.109034, 0.192008,-0.701793, 0.506578, 0.233463, 0.653787,   -1.402, 0.305632,-0.376817
RF01701#BBWW01000001.1/2678460-2678388#subopt2,   4.1453,  1.38721,-0.547924, 0.800151, 0.286692, 0.268898, -0.63975, 0.571114, 0.254571,  0.47632, -1.82503, 0.526243,-0.603815
RF01701#BBWW01000001.1/2678460-2678388#subopt3,   4.15174,   1.33523, -0.524936,  0.545233,  0.155571,   0.45969,  0.370661, -0.204507,-0.0436861,-0.0301622,  -1.19084,  0.937876, -0.956733
RF01701#LATL02000310.1/27365-27432#subopt0,  4.03453,  1.41349,-0.798993,  1.47758,-0.287223, 0.387061,-0.634833,-0.458436, 0.337955,  1.13769,-0.408167,  0.44054,-0.640733
RF01701#LATL02000310.1/27365-27432#subopt1,  4.02845,  1.46121,-0.843998,  1.46731,-0.227537, 0.435771,-0.682212,-0.462813, 0.305348,  1.09162, -0.41402, 0.411371,-0.618232
RF01701#LATL02000310.1/27365-27432#subopt2,   4.08824,   1.37503, -0.869663,   1.30959,-0.0897329,  0.430237, -0.425844, -0.663589,  0.320661,  0.154529,-0.0436556,   0.74793, -0.356532
RF01701#LATL02000310.1/27365-27432#subopt3,    4.8125,   0.98099,  -1.55297,  0.969721,-0.0813915, -0.391573, -0.710385, -0.734066,  0.335556,-0.0409503, -0.145443, 0.0931933, -0.935866
RF01701#CP003548.1/6307229-6307304#subopt0,  3.18597,  2.05464, 0.393665, 0.875807,  0.70116,-0.243425, 0.225057,-0.152822, 0.690303, 0.460965,0.0460754, 0.614697,0.0757745
RF01701#CP003548.1/6307229-6307304#subopt1,  4.12817,  1.50431,-0.593034, 0.448596, 0.773085, -1.19536,-0.251392,-0.280521, 0.778541,   0.3035,0.0280093,-0.103742, -0.50806
RF01701#CP003548.1/6307229-6307304#subopt2,   3.12343,   2.04424,  0.279896,    1.2475, -0.161574,  0.364881,-0.0325739, -0.363526,  0.598671,  0.461151,  -0.37379,  0.454161, -0.669673
RF01701#CP003548.1/6307229-6307304#subopt3,  3.13938,  1.95447, 0.233903,  1.27218,-0.231249, 0.299703,-0.128346,-0.371469, 0.515467, 0.685147,-0.328653, 0.387722,-0.767931
RF03074#URS0000D6B40F_12908/1-93#subopt0,  5.41775,  0.81562,-0.385782,-0.410058, 0.148371,-0.515402,  1.94924, -1.08508,-0.794903, 0.121398, 0.573696,-0.122463,-0.357162
RF03074#URS0000D6B40F_12908/1-93#subopt1,   6.07276,  0.346335,  -1.11247, -0.485098,-0.0994922, -0.638982,   1.94735,  -1.07766, -0.591166, -0.853546,  0.724997,  0.103437, -0.682951
RF03074#URS0000D6B40F_12908/1-93#subopt2,    6.1249,  0.207912,  -1.25002,-0.0807742, -0.672572,  -1.15393,   1.16216,  -1.02965, -0.184668, 0.0378257,  0.189991,  0.173142,  -1.16324
RF03074#URS0000D6B40F_12908/1-93#subopt3,  4.89155,  1.43083, 0.250068,  0.12451,-0.238352,0.0255047,  1.26987,-0.424427,-0.488984, 0.194812,-0.208451, 0.051563,-0.546961
RF03074#AQQW01000002.1/8611-8703#subopt0,  5.41775,  0.81562,-0.385782,-0.410058, 0.148371,-0.515402,  1.94924, -1.08508,-0.794903, 0.121398, 0.573696,-0.122463,-0.357162
RF03074#AQQW01000002.1/8611-8703#subopt1,   6.07276,  0.346335,  -1.11247, -0.485098,-0.0994922, -0.638982,   1.94735,  -1.07766, -0.591166, -0.853546,  0.724997,  0.103437, -0.682951
